"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Giants","105","281","12","50","48","0","8.2 %","18.1 %",".243",".333",".299",".366",".542",".376","136","-0.3","12.9","2.0","2.3"
"Blue Jays","84","231","16","42","42","2","11.7 %","19.5 %",".300",".312",".300",".383",".600",".403","155","0.1","16.5","-1.1","2.3"
"Dodgers","89","256","11","44","42","0","10.5 %","18.0 %",".227",".321",".289",".370",".516",".371","135","0.0","11.6","2.4","2.2"
"Pirates","105","264","14","44","44","3","5.7 %","16.3 %",".262",".333",".316",".360",".578",".386","140","-0.1","14.0","-1.5","2.0"
"Red Sox","64","170","10","34","33","1","5.9 %","17.6 %",".266",".387",".354",".391",".620",".417","161","-0.1","12.9","0.5","1.9"
"Yankees","62","176","6","36","35","1","11.9 %","23.9 %",".211",".400",".316",".397",".526",".386","142","0.3","9.5","1.0","1.6"
"Cubs","99","268","11","35","33","0","7.5 %","25.0 %",".205",".311",".258",".321",".463",".330","103","-0.1","0.7","2.3","1.1"
"Athletics","86","236","11","37","34","1","11.9 %","23.3 %",".223",".257",".228",".326",".451",".330","109","-0.5","2.1","0.5","1.1"
"Orioles","87","236","10","41","40","1","8.1 %","28.0 %",".209",".368",".284",".350",".493",".355","120","-0.9","5.1","-2.8","1.0"
"Padres","92","225","12","29","29","3","5.8 %","21.8 %",".226",".282",".260",".304",".486",".327","102","0.0","0.6","1.8","0.9"
"Rockies","92","239","7","41","37","1","6.7 %","20.9 %",".192",".378",".315",".359",".507",".360","107","0.2","2.0","-0.2","0.9"
"Braves","88","227","9","32","32","6","6.6 %","25.1 %",".198",".317",".261",".322",".459",".327","99","0.8","0.6","1.4","0.9"
"Reds","88","227","8","28","27","5","6.6 %","19.4 %",".158",".309",".272",".338",".431",".326","97","0.2","-0.8","1.9","0.8"
"Astros","91","233","6","27","26","3","7.3 %","16.7 %",".147",".298",".265",".323",".412",".310","96","0.2","-1.0","0.6","0.8"
"White Sox","77","190","9","29","29","1","4.7 %","21.6 %",".206",".305",".274",".312",".480",".329","108","0.6","2.3","-2.5","0.6"
"Nationals","76","223","10","24","23","7","8.1 %","17.0 %",".218",".247",".238",".306",".455",".320","94","-0.4","-2.2","0.6","0.5"
"Phillies","84","229","8","31","28","1","9.2 %","21.8 %",".160",".271",".235",".314",".395",".305","84","-0.1","-5.2","3.3","0.5"
"Diamondbacks","94","234","5","24","23","0","6.4 %","22.2 %",".130",".321",".260",".313",".391",".300","82","0.3","-5.6","2.7","0.5"
"Angels","92","231","7","28","28","1","8.7 %","20.8 %",".136",".294",".252",".325",".388",".306","92","-0.7","-3.2","-0.3","0.5"
"Marlins","93","220","4","29","28","1","5.0 %","26.8 %",".141",".350",".263",".309",".405",".304","89","-1.3","-4.4","0.8","0.3"
"Royals","78","223","5","23","21","2","6.7 %","25.6 %",".142",".333",".260",".311",".402",".302","84","-0.8","-5.3","-0.1","0.2"
"Mets","92","222","6","22","22","2","4.5 %","23.4 %",".121",".315",".257",".303",".379",".291","82","-0.8","-6.2","0.7","0.2"
"Rays","105","282","7","34","32","7","7.1 %","26.2 %",".141",".277",".219",".284",".359",".277","73","1.0","-8.9","0.0","0.1"
"Twins","89","265","12","29","26","1","6.4 %","23.0 %",".186",".259",".231",".283",".417",".294","81","-0.8","-7.4","-0.9","0.1"
"Brewers","104","252","9","23","21","3","9.1 %","26.6 %",".180",".259",".212",".293",".392",".287","72","-0.7","-10.3","2.6","0.0"
"Indians","67","188","2","15","13","1","8.0 %","17.6 %",".094",".294",".247",".314",".341",".287","73","-0.5","-7.2","0.6","0.0"
"Cardinals","75","191","6","17","16","2","5.8 %","25.1 %",".140",".280",".230",".277",".371",".274","69","-0.3","-8.2","1.3","-0.1"
"Tigers","95","234","4","21","21","2","8.1 %","25.2 %",".106",".313",".240",".313",".346",".289","76","-0.2","-7.5","-2.8","-0.2"
"Mariners","83","221","8","16","15","4","9.5 %","30.3 %",".141",".228",".182",".264",".323",".255","58","-0.2","-12.0","-1.0","-0.5"
"Rangers","81","207","5","18","15","5","7.2 %","32.9 %",".136",".235",".174",".235",".310",".234","35","-0.2","-17.6","-0.7","-1.1"
