"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Indians","69","215","11","39","36","2","10.7 %","17.2 %",".270",".364",".335",".408",".605",".413","156","-0.6","14.8","1.9","2.4"
"Astros","76","205","9","32","32","4","10.2 %","18.0 %",".238",".331",".298",".376",".536",".381","143","0.4","11.6","-0.1","1.8"
"Red Sox","87","249","10","46","43","3","6.8 %","17.7 %",".211",".345",".311",".355",".522",".363","122","0.4","7.5","1.5","1.7"
"Twins","86","252","9","35","33","3","6.3 %","21.0 %",".211",".345",".293",".343",".504",".354","120","-0.2","6.3","-0.1","1.5"
"Angels","93","246","11","33","31","2","9.3 %","24.4 %",".219",".320",".269",".341",".489",".348","120","-0.7","5.5","0.2","1.4"
"Phillies","85","236","8","30","30","7","8.5 %","22.0 %",".165",".336",".278",".349",".443",".337","106","1.5","3.2","3.4","1.4"
"Nationals","85","233","9","26","25","4","10.7 %","17.6 %",".214",".309",".279",".368",".493",".359","120","-0.6","5.2","1.4","1.4"
"Pirates","96","233","8","38","38","2","7.3 %","19.3 %",".197",".350",".308",".358",".505",".357","121","-0.3","5.9","-1.3","1.2"
"Cardinals","86","224","10","27","27","2","5.4 %","21.4 %",".204",".322",".282",".329",".485",".339","110","-0.2","2.7","0.8","1.0"
"Cubs","66","192","8","24","24","0","9.4 %","26.6 %",".244",".319",".256",".333",".500",".346","114","0.0","3.4","1.0","1.0"
"Giants","77","188","9","30","30","1","6.9 %","23.9 %",".222",".311",".269",".324",".491",".338","111","0.2","2.7","1.0","0.9"
"Braves","82","216","11","30","29","1","9.7 %","25.9 %",".247",".299",".253",".326",".500",".336","105","0.2","1.4","1.3","0.9"
"Athletics","86","235","12","33","30","2","10.2 %","18.7 %",".213",".235",".232",".315",".444",".321","102","0.6","1.3","0.0","0.9"
"White Sox","76","199","9","27","27","2","7.0 %","24.1 %",".203",".325",".277",".332",".480",".339","114","0.9","4.4","-2.3","0.9"
"Diamondbacks","75","186","7","25","25","2","6.5 %","20.4 %",".174",".320",".279",".328",".453",".326","100","0.7","0.4","2.4","0.9"
"Tigers","91","250","9","37","36","2","7.2 %","22.8 %",".189",".325",".272",".329",".461",".333","106","0.2","2.0","-2.1","0.8"
"Rays","92","236","6","26","24","8","7.6 %","23.7 %",".149",".320",".256",".322",".405",".312","97","1.1","0.2","0.0","0.8"
"Blue Jays","82","222","9","27","27","3","10.4 %","22.5 %",".235",".266",".235",".315",".469",".328","104","0.4","1.5","-0.9","0.8"
"Yankees","82","233","11","27","27","3","7.7 %","28.3 %",".202",".294",".239",".299",".441",".312","92","-0.5","-3.1","1.3","0.6"
"Rangers","87","232","9","29","28","7","7.8 %","31.0 %",".187",".326",".249",".306",".435",".311","83","0.2","-4.7","-0.8","0.3"
"Mariners","82","210","10","23","22","4","6.7 %","24.8 %",".192",".271",".238",".290",".430",".300","90","-0.6","-3.5","-1.5","0.2"
"Mets","75","180","5","16","15","0","5.0 %","18.3 %",".145",".289",".253",".307",".398",".300","87","-1.9","-5.1","0.4","0.1"
"Dodgers","87","219","7","21","20","1","6.8 %","22.4 %",".157",".245",".213",".280",".371",".278","72","0.3","-7.9","1.9","0.1"
"Marlins","91","227","4","13","13","0","5.7 %","26.0 %",".095",".336",".256",".304",".351",".284","77","-1.3","-8.4","2.0","0.1"
"Brewers","94","225","11","18","18","5","6.7 %","24.0 %",".201",".209",".196",".268",".397",".279","69","0.6","-9.0","2.2","0.1"
"Orioles","72","188","8","25","24","1","8.0 %","25.5 %",".181",".270",".228",".290",".409",".297","81","-0.4","-4.9","-2.3","-0.1"
"Padres","83","209","10","21","21","0","2.9 %","27.8 %",".172",".252",".217",".246",".389",".266","62","-0.2","-10.9","1.7","-0.2"
"Royals","88","228","3","18","16","5","5.7 %","25.4 %",".104",".309",".236",".282",".340",".266","61","-0.3","-12.1","1.5","-0.2"
"Reds","75","175","4","12","11","0","4.6 %","25.1 %",".123",".267",".215",".259",".337",".253","52","-0.8","-12.4","1.0","-0.6"
"Rockies","72","182","4","15","13","2","7.1 %","27.5 %",".120",".268",".205",".263",".325",".252","36","0.5","-15.4","0.5","-0.9"
