"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","95","256","10","43","42","1","13.3 %","19.1 %",".194",".316",".280",".387",".474",".365","127","-0.1","8.9","1.9","1.9"
"Diamondbacks","85","255","12","36","34","6","7.5 %","20.8 %",".238",".316",".281",".333",".519",".351","116","1.2","6.4","3.3","1.7"
"Phillies","66","164","7","29","28","1","15.2 %","22.6 %",".250",".333",".279",".396",".529",".377","140","-0.1","8.4","1.6","1.5"
"Braves","74","200","6","30","26","3","15.5 %","20.0 %",".182",".339",".285",".397",".467",".366","125","-0.5","5.9","1.5","1.4"
"Rangers","81","228","10","41","40","4","13.2 %","26.3 %",".222",".336",".268",".373",".490",".365","120","0.1","5.9","-0.6","1.3"
"Cubs","75","204","6","24","23","2","11.3 %","19.1 %",".146",".351",".298",".379",".444",".354","118","-0.4","4.4","0.6","1.1"
"Mariners","71","192","8","30","30","7","10.9 %","22.9 %",".210",".314",".269",".349",".479",".348","121","1.3","6.4","-3.3","1.0"
"Cardinals","82","211","9","26","23","4","10.0 %","28.9 %",".207",".298",".234",".325",".440",".324","102","0.4","0.9","2.1","1.0"
"Nationals","83","193","8","29","28","4","8.3 %","28.5 %",".206",".330",".259",".333",".465",".336","106","0.8","1.8","0.9","0.9"
"Twins","61","162","1","22","20","1","9.9 %","22.8 %",".145",".382",".290",".383",".435",".350","119","-0.5","3.4","-0.7","0.8"
"Brewers","86","226","7","23","23","4","13.3 %","24.8 %",".161",".290",".233",".341",".394",".311","90","0.2","-3.0","2.6","0.7"
"Mets","95","246","3","35","32","3","7.7 %","26.8 %",".112",".370",".269",".335",".381",".308","93","0.0","-2.4","0.7","0.6"
"Athletics","103","249","10","26","26","2","9.2 %","17.7 %",".162",".244",".230",".313",".392",".302","90","0.1","-3.1","0.1","0.6"
"White Sox","58","159","6","23","23","2","9.4 %","25.8 %",".183",".326",".261",".335",".444",".332","108","0.4","1.9","-1.9","0.5"
"Pirates","66","168","2","16","16","5","13.1 %","15.5 %",".113",".281",".241",".353",".355",".312","94","0.8","-0.8","0.1","0.5"
"Padres","89","213","6","21","21","4","8.5 %","22.1 %",".146",".284",".240",".305",".385",".292","81","0.9","-4.6","1.3","0.3"
"Yankees","83","230","8","21","20","3","11.3 %","27.8 %",".150",".302",".235",".330",".385",".310","92","-0.6","-3.0","-1.5","0.3"
"Royals","75","189","4","25","24","3","6.3 %","19.6 %",".151",".293",".250",".303",".401",".299","83","0.0","-4.2","1.0","0.3"
"Marlins","93","221","4","23","23","2","5.4 %","22.6 %",".113",".340",".271",".323",".384",".305","89","-1.3","-4.5","0.2","0.3"
"Red Sox","101","268","8","29","25","5","9.0 %","21.3 %",".154",".273",".232",".307",".386",".297","78","0.3","-7.1","-0.4","0.2"
"Orioles","88","224","7","27","23","3","8.0 %","27.7 %",".153",".313",".243",".313",".396",".302","84","-0.1","-4.6","-2.3","0.1"
"Rays","89","219","4","21","20","8","8.7 %","30.6 %",".102",".315",".223",".294",".325",".269","69","1.7","-7.1","-0.2","0.0"
"Blue Jays","98","252","7","24","22","0","9.5 %","23.8 %",".154",".252",".208",".299",".362",".287","78","-0.6","-8.0","-0.8","0.0"
"Giants","90","212","5","17","17","1","4.7 %","25.9 %",".143",".265",".209",".269",".352",".268","67","-0.6","-10.3","3.6","0.0"
"Astros","78","214","3","10","10","5","8.9 %","19.6 %",".089",".272",".225",".300",".314",".272","70","-1.3","-9.7","0.2","-0.2"
"Indians","76","179","2","17","16","0","11.2 %","29.1 %",".071",".269",".194",".281",".265",".241","42","0.0","-13.3","0.4","-0.6"
"Angels","87","217","3","17","17","1","7.4 %","16.6 %",".091",".225",".197",".263",".288",".239","48","-0.5","-15.1","0.6","-0.7"
"Tigers","93","259","1","15","14","4","10.8 %","28.6 %",".084",".247",".172",".266",".256",".235","40","0.1","-20.0","-2.3","-1.3"
"Reds","82","175","1","6","6","0","9.1 %","26.9 %",".063",".218",".158",".240",".222",".209","22","-0.7","-19.1","0.2","-1.3"
"Rockies","84","211","1","11","11","1","4.7 %","30.8 %",".061",".273",".188",".233",".249",".213","11","-0.6","-25.6","-0.1","-1.8"
