"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","94","259","17","50","49","1","12.4 %","16.2 %",".274",".296",".298",".396",".572",".399","148","0.0","16.5","2.1","2.6"
"Diamondbacks","83","256","14","40","38","6","7.0 %","20.3 %",".260",".314",".289",".336",".549",".361","122","1.2","8.6","3.5","2.0"
"Mariners","85","235","13","42","41","7","10.6 %","22.6 %",".266",".312",".281",".362",".547",".375","139","1.2","13.1","-4.0","1.7"
"Phillies","62","157","10","31","30","1","15.3 %","24.2 %",".308",".301",".269",".389",".577",".387","149","-0.1","9.9","1.6","1.6"
"Cubs","61","172","6","28","27","2","12.8 %","15.1 %",".197",".362",".327",".415",".524",".397","145","-0.3","10.1","0.1","1.5"
"Brewers","86","224","10","27","27","2","12.1 %","22.8 %",".200",".296",".256",".348",".456",".334","104","-0.2","1.0","2.4","1.0"
"Cardinals","78","205","10","25","23","3","9.8 %","31.2 %",".212",".295",".229",".320",".441",".322","101","0.2","0.3","2.3","0.9"
"Braves","61","155","5","19","16","3","14.8 %","22.6 %",".176",".308",".252",".368",".427",".342","109","-0.6","1.2","1.0","0.7"
"Mets","77","205","3","31","28","3","8.3 %","26.3 %",".109",".378",".277",".348",".386",".320","101","-0.4","-0.2","0.5","0.7"
"Rangers","71","184","9","30","29","2","13.0 %","23.4 %",".234",".271",".241",".342",".475",".344","106","-0.7","0.7","-0.4","0.7"
"Yankees","67","193","6","19","17","2","14.0 %","24.4 %",".143",".300",".242",".358",".385",".324","102","-0.1","0.3","-1.6","0.5"
"Athletics","86","202","10","20","20","1","7.4 %","17.8 %",".196",".216",".217",".282",".413",".292","83","0.0","-4.3","0.2","0.3"
"Astros","79","217","6","15","15","5","8.8 %","18.9 %",".139",".277",".242",".315",".381",".301","90","-1.7","-4.8","0.0","0.3"
"Twins","57","151","1","17","15","0","7.9 %","21.9 %",".129",".323",".250",".338",".379",".310","92","-0.7","-2.3","-0.4","0.3"
"Marlins","94","218","7","22","22","2","4.6 %","19.3 %",".144",".294",".259",".309",".403",".304","89","-1.3","-4.6","0.2","0.3"
"Padres","88","207","6","19","19","4","6.3 %","23.7 %",".147",".297",".246",".295",".393",".288","78","0.5","-5.6","1.5","0.3"
"Royals","60","149","2","20","19","4","6.7 %","18.1 %",".150",".274",".233",".297",".383",".290","78","0.7","-3.6","0.7","0.2"
"Pirates","49","130","2","13","13","2","16.9 %","19.2 %",".098",".250",".206",".359",".304",".303","86","0.3","-2.1","0.0","0.2"
"Nationals","63","147","4","16","16","5","4.1 %","34.0 %",".147",".337",".235",".286",".382",".285","73","1.0","-4.7","0.8","0.1"
"Rays","85","207","5","22","21","5","6.3 %","32.9 %",".127",".316",".222",".282",".349",".272","72","1.2","-6.6","-0.2","0.0"
"Red Sox","87","229","6","24","20","6","7.9 %","22.3 %",".144",".275",".230",".293",".373",".286","71","0.9","-7.6","-0.1","0.0"
"Orioles","73","187","5","22","20","3","7.5 %","26.2 %",".141",".308",".241",".305",".382",".293","79","0.4","-4.9","-1.8","0.0"
"White Sox","59","151","5","18","18","1","9.9 %","23.8 %",".150",".250",".211",".300",".361",".288","79","0.2","-4.1","-1.9","-0.1"
"Giants","89","209","3","14","14","1","4.8 %","26.3 %",".113",".272",".206",".263",".320",".254","57","-0.7","-12.8","3.9","-0.2"
"Reds","67","141","3","11","11","0","9.9 %","24.8 %",".127",".216",".175",".262",".302",".249","49","-1.0","-10.9","0.2","-0.6"
"Blue Jays","85","212","5","18","17","0","7.1 %","23.1 %",".125",".216",".182",".251",".307",".243","48","-0.1","-14.2","-0.4","-0.7"
"Indians","63","138","1","10","9","0","10.9 %","32.6 %",".066",".247",".164",".254",".230",".218","27","0.0","-13.0","0.1","-0.8"
"Angels","83","208","1","13","13","1","6.3 %","14.4 %",".063",".205",".178",".240",".241",".211","30","-0.5","-19.5","0.8","-1.1"
"Rockies","80","212","1","16","15","1","5.2 %","27.8 %",".086",".290",".208",".256",".294",".240","30","-0.2","-20.4","0.2","-1.3"
"Tigers","80","226","1","10","9","0","9.7 %","31.4 %",".080",".256",".169",".261",".249",".230","36","-1.0","-19.4","-2.1","-1.3"
