"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Astros","86","234","17","43","43","2","7.7 %","15.4 %",".320",".296",".311",".368",".631",".403","158","-0.7","16.7","0.3","2.5"
"Dodgers","82","238","11","39","37","2","10.9 %","18.9 %",".216",".305",".279",".364",".495",".358","125","0.5","8.1","3.0","1.8"
"Padres","101","264","13","41","39","4","6.4 %","24.2 %",".231",".309",".269",".321",".500",".338","110","-0.2","3.3","3.6","1.5"
"Twins","93","273","13","39","38","0","8.1 %","20.1 %",".225",".306",".279",".341",".504",".351","120","-0.7","5.8","-0.4","1.5"
"Red Sox","96","299","13","45","44","3","13.4 %","21.1 %",".186",".300",".265",".364",".451",".345","111","-1.2","3.0","-0.5","1.3"
"Cubs","86","224","10","36","35","0","14.7 %","23.7 %",".226",".288",".247",".360",".473",".346","114","-0.9","2.9","1.5","1.1"
"Royals","93","279","9","37","37","4","7.5 %","26.5 %",".211",".318",".251",".317",".462",".326","100","0.3","0.3","1.4","1.1"
"Mariners","80","234","14","32","32","3","7.7 %","24.4 %",".254",".306",".272",".329",".526",".352","124","-0.4","6.8","-3.6","1.1"
"Giants","78","202","9","38","37","2","7.9 %","24.8 %",".202",".320",".268",".328",".470",".336","109","-0.1","2.2","1.4","1.0"
"Rays","84","240","5","30","28","2","10.0 %","21.7 %",".148",".323",".262",".346",".410",".324","105","0.4","1.9","-0.3","1.0"
"Athletics","75","222","5","28","27","2","9.9 %","21.2 %",".136",".315",".258",".338",".394",".316","100","0.3","0.0","1.4","0.9"
"Diamondbacks","88","247","11","33","32","3","8.5 %","24.7 %",".203",".276",".239",".308",".441",".314","93","0.8","-1.8","1.8","0.8"
"Brewers","104","294","7","34","33","5","9.2 %","25.9 %",".141",".326",".252",".324",".393",".306","86","0.5","-5.0","3.4","0.8"
"Reds","104","288","15","41","39","8","10.1 %","20.1 %",".210",".218",".214",".313",".425",".314","90","0.0","-4.2","1.9","0.7"
"Rangers","77","200","7","31","31","6","14.5 %","22.0 %",".189",".254",".219",".337",".408",".317","88","1.7","-1.4","-0.3","0.5"
"Rockies","75","197","7","34","34","2","7.1 %","21.8 %",".221",".318",".271",".321",".492",".338","94","0.4","-1.4","0.2","0.5"
"Angels","71","188","8","20","19","2","6.9 %","16.0 %",".197",".243",".237",".293",".434",".303","91","-0.5","-3.0","0.1","0.4"
"Phillies","83","226","5","35","32","1","8.0 %","20.8 %",".149",".296",".248",".309",".396",".300","79","0.0","-6.3","2.3","0.3"
"Yankees","83","203","8","26","22","1","8.4 %","21.7 %",".171",".277",".243",".317",".414",".312","94","-0.2","-1.8","-2.4","0.3"
"Pirates","85","199","6","23","22","4","7.0 %","19.6 %",".155",".285",".249",".308",".403",".299","86","0.2","-3.8","-1.0","0.2"
"White Sox","104","255","8","25","24","5","5.5 %","29.0 %",".145",".320",".244",".296",".389",".293","82","0.7","-5.0","-2.5","0.1"
"Tigers","74","185","4","24","22","0","7.0 %","23.8 %",".148",".295",".237",".297",".385",".291","78","0.0","-5.2","-1.9","0.0"
"Cardinals","100","253","7","18","18","7","9.1 %","20.9 %",".116",".247",".213",".294",".329",".270","66","0.0","-11.6","2.2","-0.1"
"Braves","102","263","7","28","28","3","6.1 %","19.8 %",".119",".273",".238",".282",".357",".271","61","0.9","-12.7","1.9","-0.2"
"Indians","87","208","3","13","12","2","7.7 %","24.0 %",".089",".285",".221",".285",".311",".262","55","-0.3","-12.2","1.3","-0.3"
"Nationals","102","253","7","21","16","2","5.9 %","29.6 %",".114",".273",".210",".267",".323",".254","50","0.1","-16.7","0.8","-0.7"
"Mets","107","270","5","16","16","3","5.2 %","31.1 %",".111",".273",".198",".244",".308",".239","48","-0.9","-19.5","1.3","-0.9"
"Orioles","68","176","4","13","12","2","2.8 %","27.3 %",".114",".252",".198",".234",".311",".234","39","0.3","-13.6","-2.2","-0.9"
"Marlins","88","227","1","15","15","1","6.6 %","24.2 %",".039",".247",".185",".253",".224",".218","33","-0.3","-20.7","1.3","-1.2"
"Blue Jays","104","250","2","11","10","0","7.6 %","26.8 %",".070",".256",".189",".250",".259",".224","34","-0.5","-21.6","-1.6","-1.4"
