"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cardinals","100","277","12","52","49","4","14.1 %","14.1 %",".222",".330",".313",".415",".535",".399","150","0.2","18.4","4.7","3.1"
"Astros","82","230","10","43","41","0","9.6 %","16.5 %",".254",".351",".318",".392",".572",".398","155","-1.6","14.5","-0.3","2.2"
"Athletics","90","236","10","41","41","0","10.2 %","19.1 %",".227",".329",".290",".374",".517",".375","140","-1.3","10.6","0.6","1.9"
"Yankees","93","273","17","35","35","2","6.2 %","23.8 %",".261",".297",".269",".319",".530",".349","119","0.4","6.8","1.3","1.7"
"Nationals","83","264","6","41","37","9","11.0 %","16.7 %",".153",".337",".293",".376",".445",".351","115","0.4","5.6","2.0","1.6"
"Phillies","93","251","8","37","36","1","13.5 %","20.7 %",".210",".305",".257",".364",".467",".351","115","-0.2","4.8","2.9","1.5"
"Reds","89","235","11","28","28","6","6.8 %","24.3 %",".213",".326",".275",".339",".488",".347","111","0.8","4.0","2.0","1.3"
"Brewers","92","231","7","22","22","4","13.0 %","23.4 %",".178",".307",".249",".355",".426",".335","105","0.2","1.7","2.6","1.1"
"Red Sox","77","201","8","29","28","0","10.9 %","17.4 %",".207",".286",".264",".347",".471",".345","111","-1.2","1.3","1.5","1.0"
"Indians","87","224","10","29","29","2","9.8 %","17.4 %",".222",".253",".242",".320",".465",".326","98","-0.5","-1.1","1.8","0.8"
"Rays","83","223","7","24","22","3","7.6 %","17.9 %",".178",".293",".262",".323",".441",".321","102","0.7","1.4","-0.8","0.8"
"Pirates","104","269","6","38","35","7","7.1 %","15.6 %",".154",".314",".278",".337",".432",".326","99","-0.6","-1.1","-0.4","0.7"
"Marlins","102","261","8","35","34","3","7.3 %","24.9 %",".160",".323",".257",".323",".418",".317","98","-0.7","-1.4","-0.4","0.6"
"Orioles","85","217","10","28","26","1","6.5 %","19.8 %",".206",".280",".258",".324",".464",".328","103","-0.7","-0.1","-2.1","0.5"
"Twins","70","178","11","24","24","0","7.9 %","30.9 %",".241",".260",".222",".292",".463",".316","95","-0.1","-1.3","-1.1","0.4"
"Cubs","93","219","8","28","27","2","8.7 %","24.7 %",".173",".267",".223",".298",".396",".297","81","0.1","-5.7","2.3","0.4"
"Dodgers","101","253","8","22","22","4","9.1 %","28.5 %",".173",".274",".212",".294",".385",".289","80","0.6","-6.4","1.9","0.4"
"Angels","76","187","5","20","19","0","10.2 %","16.6 %",".139",".262",".236",".321",".376",".301","88","-0.5","-3.5","0.1","0.3"
"Giants","96","231","7","32","31","2","5.6 %","22.1 %",".160",".287",".245",".294",".406",".296","84","-0.5","-5.5","0.8","0.3"
"White Sox","79","218","4","21","20","1","4.6 %","27.5 %",".126",".346",".258",".307",".384",".296","84","0.7","-3.7","-1.5","0.2"
"Mariners","88","218","7","25","23","4","9.6 %","23.4 %",".197",".235",".202",".286",".399",".291","83","1.5","-3.3","-2.1","0.2"
"Braves","102","275","8","23","22","8","11.3 %","30.9 %",".169",".255",".190",".288",".359",".277","65","1.4","-11.7","2.5","0.0"
"Blue Jays","89","220","5","18","18","1","9.1 %","24.5 %",".131",".279",".221",".295",".352",".282","74","-0.8","-8.4","-1.0","-0.2"
"Tigers","78","218","6","24","23","3","5.0 %","31.2 %",".141",".318",".234",".275",".376",".277","69","0.2","-8.7","-0.9","-0.2"
"Royals","85","225","5","18","16","1","7.6 %","24.4 %",".121",".293",".232",".293",".353",".280","69","-0.9","-9.7","-1.0","-0.3"
"Rockies","99","258","6","28","26","2","7.4 %","23.6 %",".120",".308",".249",".307",".369",".291","63","-0.1","-12.8","1.2","-0.3"
"Diamondbacks","90","218","6","17","14","3","8.7 %","21.1 %",".117",".214",".188",".263",".305",".250","49","0.9","-14.0","2.7","-0.4"
"Mets","90","228","4","15","15","3","5.7 %","20.6 %",".114",".252",".210",".265",".324",".252","56","-0.3","-13.7","0.6","-0.6"
"Padres","90","196","3","13","12","3","7.7 %","27.0 %",".097",".242",".182",".254",".278",".236","42","-0.3","-15.5","1.8","-0.7"
"Rangers","73","211","6","18","18","6","5.7 %","30.3 %",".122",".244",".188",".242",".310",".237","35","0.8","-17.1","-2.1","-1.1"
