"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cardinals","91","240","8","43","41","4","10.0 %","14.6 %",".179",".368",".335",".399",".514",".383","139","0.0","12.1","2.0","2.1"
"Angels","116","293","11","38","37","3","8.9 %","17.1 %",".211",".312",".284",".355",".494",".353","123","-0.2","8.5","0.9","1.9"
"Astros","81","240","12","37","37","2","9.6 %","17.5 %",".246",".300",".284",".358",".531",".369","135","-0.1","10.6","0.3","1.9"
"Twins","92","275","16","47","46","2","6.9 %","17.5 %",".273",".295",".285",".338",".557",".369","131","-0.4","10.4","-0.8","1.9"
"Rays","109","268","12","36","36","1","9.7 %","26.5 %",".266",".321",".262",".340",".527",".357","127","-1.0","8.2","0.2","1.7"
"Mariners","85","241","14","31","31","4","14.1 %","23.2 %",".255",".252",".235",".349",".490",".353","125","0.6","8.3","-3.8","1.3"
"Orioles","102","278","13","33","31","5","6.8 %","21.6 %",".208",".317",".278",".335",".486",".342","112","0.7","4.9","-2.4","1.2"
"Nationals","97","262","10","34","34","7","9.2 %","27.5 %",".201",".336",".262",".340",".463",".338","104","0.9","1.9","1.9","1.2"
"Tigers","89","224","6","29","28","5","5.8 %","23.7 %",".202",".374",".300",".353",".502",".356","121","-0.8","5.3","-1.7","1.1"
"Yankees","101","287","12","39","36","4","9.8 %","22.0 %",".202",".276",".246",".322",".448",".322","100","0.7","0.8","-1.1","1.0"
"Blue Jays","82","231","10","34","34","3","5.2 %","24.2 %",".196",".340",".285",".323",".481",".336","109","0.0","2.5","-1.2","0.9"
"Diamondbacks","98","274","8","29","28","5","7.7 %","24.1 %",".153",".309",".250",".313",".403",".305","91","0.9","-3.0","3.1","0.9"
"Rockies","93","236","10","29","28","3","8.1 %","25.4 %",".213",".350",".284",".346",".498",".351","102","-1.2","-0.8","0.5","0.7"
"Rangers","80","224","6","33","31","5","9.8 %","25.4 %",".195",".326",".256",".333",".451",".330","97","0.6","-0.4","-1.1","0.6"
"Braves","91","243","6","32","32","2","7.4 %","28.4 %",".166",".345",".258",".322",".424",".317","92","0.3","-2.3","0.6","0.6"
"Red Sox","93","232","10","25","25","4","10.3 %","22.4 %",".179",".270",".239",".326",".418",".315","91","0.2","-2.7","0.2","0.6"
"Mets","87","229","9","27","26","3","8.3 %","19.7 %",".168",".262",".238",".317",".406",".307","92","-0.6","-3.1","1.2","0.5"
"White Sox","83","243","7","33","30","6","8.6 %","18.9 %",".136",".298",".258",".325",".394",".310","94","0.9","-1.0","-2.1","0.5"
"Royals","97","268","11","25","24","7","9.7 %","30.2 %",".193",".270",".214",".295",".408",".295","81","-0.3","-7.0","1.2","0.4"
"Cubs","68","180","3","20","19","0","11.1 %","21.1 %",".142",".272",".219",".328",".361",".301","85","-0.2","-4.0","1.7","0.3"
"Giants","78","205","7","20","20","3","6.8 %","22.0 %",".163",".275",".237",".293",".400",".293","82","-0.8","-5.7","2.4","0.3"
"Brewers","107","244","16","25","25","3","7.8 %","34.4 %",".247",".220",".193",".262",".439",".290","76","-0.1","-8.0","2.8","0.3"
"Athletics","86","215","3","25","22","1","9.3 %","15.8 %",".117",".265",".234",".312",".351",".288","80","0.0","-5.4","0.2","0.2"
"Indians","75","193","4","22","19","3","10.4 %","27.5 %",".083",".297",".220",".321",".304",".281","67","0.9","-7.2","1.2","0.1"
"Phillies","99","268","6","18","18","0","8.2 %","24.3 %",".113",".287",".229",".294",".342",".275","66","0.2","-12.1","3.0","0.0"
"Dodgers","89","217","7","19","19","2","12.4 %","26.3 %",".155",".226",".187",".288",".342",".272","68","-0.3","-9.7","1.9","-0.1"
"Padres","69","173","6","15","15","3","4.0 %","31.8 %",".158",".269",".206",".243",".364",".256","57","-0.8","-10.8","1.8","-0.3"
"Marlins","72","179","2","15","13","4","7.3 %","29.1 %",".086",".291",".210",".274",".296",".251","56","0.2","-10.6","1.1","-0.4"
"Pirates","86","204","3","17","16","1","9.3 %","24.5 %",".116",".264",".204",".282",".320",".260","56","-0.1","-12.0","-0.9","-0.6"
"Reds","97","218","10","23","23","2","7.8 %","25.7 %",".169",".205",".190",".255",".359",".259","53","-1.6","-15.5","0.9","-0.7"
