"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Astros","114","281","18","57","52","4","10.3 %","17.1 %",".306",".339",".323",".399",".629",".421","170","0.1","25.3","-0.4","3.4"
"Mets","112","262","16","38","38","3","9.2 %","22.1 %",".260",".316",".286",".362",".545",".376","138","-0.4","12.5","1.1","2.1"
"Yankees","108","286","17","48","47","5","9.8 %","23.8 %",".289",".302",".270",".343",".559",".370","133","0.7","12.6","-0.8","2.1"
"Phillies","121","266","16","37","37","8","7.9 %","25.2 %",".253",".289",".257",".321",".510",".344","111","1.7","5.4","2.6","1.6"
"Brewers","123","275","11","40","39","7","12.4 %","22.9 %",".203",".292",".251",".352",".455",".338","107","1.2","3.7","3.3","1.5"
"Athletics","110","278","12","46","46","2","7.9 %","27.3 %",".195",".329",".263",".331",".458",".334","112","0.4","4.4","1.7","1.5"
"Nationals","94","231","12","34","32","3","8.2 %","22.9 %",".244",".306",".268",".338",".512",".355","117","0.2","5.1","1.0","1.3"
"Braves","115","261","15","33","31","4","13.4 %","29.9 %",".247",".280",".233",".337",".480",".341","109","0.2","3.0","2.1","1.3"
"Rangers","87","249","9","45","41","6","7.6 %","21.3 %",".179",".374",".313",".378",".491",".368","122","-0.3","6.7","-2.6","1.3"
"Cardinals","94","237","8","28","27","6","10.5 %","18.1 %",".191",".260",".235",".332",".426",".323","101","1.0","1.0","3.6","1.2"
"Rays","109","235","6","36","34","0","9.8 %","19.6 %",".175",".338",".286",".362",".461",".347","121","-1.6","4.6","-1.8","1.1"
"Indians","94","246","9","32","31","3","10.6 %","23.2 %",".184",".309",".259",".350",".443",".335","104","-0.7","0.7","0.9","1.0"
"White Sox","91","229","9","32","32","1","8.7 %","23.1 %",".189",".308",".264",".333",".453",".330","107","0.3","2.3","-1.3","0.9"
"Royals","97","227","12","27","25","3","7.5 %","25.6 %",".208",".283",".246",".302",".454",".315","94","-0.1","-2.3","0.7","0.6"
"Reds","96","230","8","26","25","3","11.7 %","26.1 %",".171",".286",".231",".326",".402",".313","89","-0.1","-3.5","0.6","0.4"
"Marlins","108","264","4","24","23","5","9.1 %","23.9 %",".106",".314",".243",".317",".349",".291","81","-0.7","-7.3","1.6","0.3"
"Tigers","93","240","5","28","28","1","6.7 %","28.3 %",".124",".349",".258",".318",".382",".302","85","-0.4","-5.1","-1.4","0.2"
"Dodgers","106","217","9","23","21","4","7.8 %","21.2 %",".180",".223",".206",".284",".387",".287","77","1.0","-5.7","0.3","0.2"
"Angels","101","223","9","19","18","4","11.7 %","22.9 %",".178",".219",".198",".291",".376",".286","77","0.5","-6.0","-0.4","0.1"
"Blue Jays","90","219","6","22","22","3","9.6 %","29.7 %",".162",".285",".215",".298",".377",".290","79","0.3","-5.9","-0.8","0.1"
"Padres","115","265","4","23","19","4","12.1 %","26.8 %",".088",".297",".219",".321",".307",".280","72","0.1","-9.7","2.1","0.1"
"Pirates","119","259","3","30","29","3","7.7 %","21.6 %",".126",".309",".247",".309",".372",".291","80","0.1","-6.8","-0.8","0.1"
"Twins","99","231","7","22","22","0","9.1 %","23.4 %",".165",".274",".228",".304",".393",".297","81","-0.1","-5.7","-2.3","0.0"
"Diamondbacks","119","259","5","16","16","7","10.8 %","26.3 %",".115",".247",".189",".287",".304",".262","58","1.8","-12.9","3.2","-0.1"
"Mariners","94","202","9","20","20","7","8.9 %","35.1 %",".194",".210",".167",".254",".361",".264","65","0.9","-8.3","-0.5","-0.2"
"Cubs","114","262","9","30","28","3","7.6 %","28.6 %",".165",".260",".208",".276",".373",".274","66","0.5","-11.6","1.4","-0.2"
"Orioles","103","221","9","26","24","0","9.0 %","23.1 %",".168",".232",".208",".286",".376",".285","73","0.1","-7.6","-2.3","-0.2"
"Giants","113","254","3","20","20","5","8.7 %","29.5 %",".079",".291",".205",".281",".284",".249","53","0.8","-15.0","1.7","-0.5"
"Red Sox","123","247","5","22","22","4","7.3 %","23.9 %",".114",".267",".214",".271",".328",".258","53","0.1","-15.0","0.0","-0.6"
"Rockies","103","209","4","11","10","1","10.0 %","26.8 %",".114",".238",".184",".269",".297",".246","37","0.4","-17.9","0.7","-1.0"
