"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","102","227","21","41","40","2","7.5 %","18.9 %",".359",".245",".272",".329",".631",".386","143","0.6","13.6","1.0","2.1"
"Pirates","100","252","10","43","38","0","9.5 %","18.7 %",".210",".356",".311",".390",".521",".378","137","-0.7","11.4","-0.4","1.9"
"Mets","93","241","10","38","36","2","9.5 %","17.0 %",".198",".321",".292",".366",".491",".360","129","-0.5","8.5","1.1","1.7"
"Cardinals","139","332","9","46","42","7","8.4 %","19.6 %",".178",".301",".258",".324",".436",".322","100","1.3","1.2","4.6","1.6"
"Diamondbacks","102","233","10","36","35","1","7.7 %","22.7 %",".214",".340",".286",".351",".500",".355","118","0.2","5.7","2.9","1.6"
"Rays","118","254","10","37","34","9","7.1 %","16.5 %",".207",".288",".269",".339",".476",".343","118","0.8","6.4","-0.7","1.4"
"Royals","86","229","7","31","29","9","10.0 %","21.0 %",".155",".365",".305",".374",".460",".353","119","0.3","5.5","0.4","1.4"
"Braves","88","216","8","37","34","7","14.4 %","26.4 %",".194",".299",".239",".356",".433",".338","107","1.3","3.1","1.9","1.2"
"White Sox","99","278","7","34","33","1","9.7 %","21.9 %",".165",".333",".272",".351",".436",".337","112","-0.2","3.5","-1.6","1.1"
"Athletics","94","242","7","32","32","2","16.1 %","21.9 %",".189",".234",".199",".347",".388",".320","102","0.1","0.9","1.5","1.1"
"Phillies","122","268","12","33","32","6","7.8 %","26.5 %",".236",".280",".236",".297",".471",".316","91","1.3","-2.0","2.9","0.9"
"Tigers","109","272","8","36","36","2","3.7 %","23.2 %",".165",".366",".299",".330",".465",".333","105","-0.8","1.0","-1.1","0.9"
"Mariners","99","250","8","28","28","9","10.8 %","25.6 %",".142",".295",".234",".332",".376",".310","96","1.8","0.4","0.1","0.9"
"Nationals","100","257","13","39","38","3","5.8 %","20.2 %",".220",".275",".254",".310",".475",".329","99","0.0","-0.7","1.5","0.9"
"Angels","98","223","10","29","29","4","8.1 %","23.3 %",".223",".277",".243",".306",".465",".321","103","0.3","0.8","0.1","0.9"
"Indians","109","275","8","39","38","4","11.3 %","24.4 %",".161",".309",".250",".339",".411",".321","96","-0.3","-2.1","0.6","0.8"
"Cubs","97","223","7","22","22","4","11.2 %","21.5 %",".174",".270",".232",".336",".405",".317","94","0.2","-1.7","1.3","0.7"
"Astros","96","240","8","29","26","4","10.0 %","22.5 %",".182",".262",".225",".317",".407",".310","95","-0.2","-1.7","-0.3","0.6"
"Twins","118","284","10","31","30","0","10.2 %","27.1 %",".148",".325",".252",".342",".400",".322","99","-0.4","-0.7","-2.9","0.6"
"Brewers","108","235","9","24","24","5","11.5 %","28.9 %",".162",".289",".225",".321",".387",".305","85","0.5","-4.5","3.0","0.6"
"Padres","89","228","6","23","23","2","8.8 %","22.8 %",".141",".304",".248",".320",".388",".306","90","-0.6","-3.9","2.2","0.5"
"Yankees","87","209","14","24","24","0","8.6 %","28.7 %",".245",".209",".202",".278",".447",".303","87","0.2","-3.3","-0.4","0.4"
"Red Sox","100","219","8","26","26","1","11.0 %","21.5 %",".190",".252",".222",".315",".413",".308","86","-0.4","-4.9","0.5","0.3"
"Reds","146","336","14","36","36","1","10.1 %","25.9 %",".194",".235",".204",".295",".398",".295","77","-0.7","-11.1","1.7","0.1"
"Marlins","87","226","6","23","20","2","7.5 %","27.4 %",".146",".290",".224",".289",".371",".282","74","-0.6","-8.4","1.4","0.0"
"Rockies","96","222","9","24","23","3","5.9 %","25.2 %",".203",".279",".238",".290",".441",".305","73","0.8","-7.9","0.6","0.0"
"Orioles","117","251","9","24","24","3","4.0 %","18.3 %",".152",".272",".249",".280",".401",".287","75","0.5","-7.7","-3.2","-0.2"
"Giants","113","254","8","20","19","0","5.9 %","23.6 %",".126",".253",".214",".264",".340",".257","59","0.3","-13.8","1.8","-0.4"
"Rangers","104","253","8","25","25","1","7.1 %","24.5 %",".156",".284",".234",".296",".390",".292","71","-1.3","-10.9","-2.2","-0.4"
"Blue Jays","87","201","7","15","15","2","7.5 %","31.3 %",".168",".209",".168",".234",".337",".243","48","0.1","-13.6","-0.9","-0.7"
