"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Indians","27","91","7","18","18","1","8.8 %","25.3 %",".358",".423",".358",".411",".716",".450","183","0.1","9.5","1.4","1.4"
"Twins","45","126","5","23","23","2","6.3 %","19.8 %",".270",".372",".322",".373",".591",".397","149","0.4","8.4","-0.1","1.2"
"Pirates","49","128","5","24","24","1","9.4 %","19.5 %",".212",".417",".354",".417",".566",".409","154","-0.4","8.6","-0.7","1.2"
"Phillies","44","124","6","20","20","6","8.1 %","24.2 %",".223",".368",".304",".371",".527",".375","131","1.2","6.3","1.7","1.2"
"Astros","59","163","5","19","19","2","11.0 %","22.1 %",".181",".359",".292",".374",".472",".361","129","0.0","6.2","-0.6","1.1"
"Red Sox","44","132","3","25","22","2","7.6 %","15.2 %",".178",".378",".339",".382",".517",".372","128","0.3","5.0","0.9","1.0"
"Nationals","45","125","4","15","14","2","12.8 %","14.4 %",".190",".345",".314",".407",".505",".381","133","-0.1","5.2","0.6","1.0"
"Diamondbacks","41","107","4","17","17","2","7.5 %","15.9 %",".194",".333",".306",".355",".500",".355","118","0.6","3.0","1.3","0.8"
"Brewers","50","121","8","14","14","2","9.1 %","18.2 %",".278",".256",".259",".333",".537",".355","118","0.0","2.7","1.2","0.8"
"Angels","46","119","7","15","13","1","7.6 %","28.6 %",".275",".319",".266",".319",".541",".353","124","-0.5","3.0","0.3","0.7"
"Cardinals","40","115","4","13","13","2","5.2 %","20.0 %",".173",".338",".288",".345",".462",".342","111","0.1","1.6","0.6","0.6"
"Yankees","40","117","7","12","12","2","6.8 %","28.2 %",".239",".290",".248",".299",".486",".327","107","-0.4","0.1","0.3","0.4"
"Rays","47","116","4","10","10","3","5.2 %","25.0 %",".167",".320",".259",".310",".426",".313","99","0.9","0.4","0.0","0.4"
"Marlins","45","116","3","8","8","0","5.2 %","24.1 %",".127",".354",".282",".319",".409",".311","94","-0.4","-1.4","1.3","0.4"
"Tigers","46","118","4","15","14","0","6.8 %","26.3 %",".183",".333",".266",".314",".450",".320","97","-0.1","-0.5","-0.8","0.3"
"Rangers","59","157","5","19","19","1","7.6 %","26.8 %",".166",".347",".269",".325",".434",".323","91","-0.5","-2.2","-0.5","0.3"
"Braves","40","107","3","9","9","1","11.2 %","27.1 %",".158",".317",".242",".327",".400",".299","85","0.2","-2.3","0.7","0.2"
"Cubs","29","75","1","7","7","0","14.7 %","18.7 %",".172",".265",".219",".333",".391",".310","91","0.0","-0.9","-0.1","0.1"
"Mets","46","110","3","11","10","0","5.5 %","16.4 %",".150",".266",".240",".309",".390",".302","90","-1.2","-2.8","0.3","0.1"
"Athletics","41","108","6","15","13","1","7.4 %","17.6 %",".214",".173",".194",".250",".408",".273","72","0.3","-3.8","0.0","0.0"
"Mariners","38","102","5","12","12","2","2.0 %","19.6 %",".206",".243",".237",".255",".443",".286","81","-0.3","-3.0","-0.7","0.0"
"White Sox","30","73","2","6","6","1","9.6 %","24.7 %",".127",".279",".222",".310",".349",".290","77","0.4","-1.9","-0.8","0.0"
"Giants","45","101","4","13","13","1","5.9 %","26.7 %",".163",".254",".217",".267",".380",".273","69","0.1","-4.1","0.4","0.0"
"Orioles","42","110","4","13","13","1","9.1 %","16.4 %",".172",".234",".222",".294",".394",".294","79","-0.3","-3.3","-1.3","-0.1"
"Royals","47","120","0","9","7","4","5.8 %","26.7 %",".071",".338",".241",".292",".313",".261","58","0.0","-6.7","1.0","-0.1"
"Padres","39","102","6","11","11","0","2.0 %","30.4 %",".208",".203",".188",".220",".396",".256","55","0.0","-6.4","1.0","-0.2"
"Blue Jays","38","100","2","8","8","2","7.0 %","25.0 %",".151",".212",".172",".230",".323",".236","44","0.3","-7.1","-0.3","-0.4"
"Dodgers","42","105","2","6","5","1","1.9 %","22.9 %",".100",".230",".190",".221",".290",".220","34","0.3","-9.0","0.9","-0.5"
"Reds","33","68","1","3","3","0","5.9 %","30.9 %",".095",".195",".143",".206",".238",".197","17","-0.1","-8.0","0.2","-0.5"
"Rockies","42","102","4","5","5","1","6.9 %","31.4 %",".161",".175",".151",".210",".312",".219","18","0.3","-11.8","0.4","-0.8"
