"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Braves","87","238","12","41","39","3","8.4 %","21.0 %",".263",".303",".272",".336",".535",".360","120","0.7","7.0","1.9","1.6"
"Brewers","91","248","12","34","34","5","8.5 %","23.0 %",".221",".318",".275",".341",".495",".351","114","0.9","5.1","2.7","1.5"
"Twins","84","233","14","35","35","2","6.0 %","24.0 %",".282",".306",".272",".330",".554",".363","127","-1.2","6.8","-0.4","1.4"
"Pirates","90","247","8","34","34","3","6.1 %","21.9 %",".215",".358",".296",".347",".511",".354","118","0.3","6.0","-0.5","1.3"
"Mariners","102","294","15","40","40","7","12.9 %","26.2 %",".198",".255",".221",".330",".419",".323","104","1.9","3.5","-3.0","1.1"
"Marlins","86","244","7","44","44","1","7.0 %","24.2 %",".185",".354",".284",".340",".468",".339","113","-1.8","2.2","0.8","1.1"
"Angels","96","276","11","38","37","4","9.1 %","14.9 %",".189",".258",".251",".330",".440",".323","104","0.1","1.4","-0.4","1.0"
"Rays","78","236","9","30","27","0","7.6 %","20.8 %",".175",".318",".274",".342",".448",".335","112","-1.4","2.3","-0.3","1.0"
"Astros","101","303","10","39","38","10","9.6 %","11.2 %",".177",".233",".238",".311",".415",".305","91","1.5","-1.9","1.4","1.0"
"Red Sox","86","237","6","35","33","3","9.3 %","21.5 %",".175",".331",".274",".342",".448",".333","103","-0.1","0.7","0.6","0.9"
"Mets","84","225","12","24","24","1","6.2 %","19.6 %",".199",".265",".252",".308",".451",".320","100","-0.4","-0.4","1.0","0.8"
"Athletics","90","245","9","30","28","2","7.3 %","27.3 %",".175",".320",".256",".310",".430",".312","97","-0.6","-1.6","0.4","0.7"
"Padres","104","256","12","35","34","3","11.3 %","25.4 %",".193",".252",".220",".311",".413",".308","90","0.1","-3.6","2.1","0.7"
"Dodgers","77","226","8","27","25","2","8.0 %","25.2 %",".181",".298",".245",".304",".426",".303","89","0.1","-3.3","2.3","0.6"
"Nationals","86","224","8","32","30","1","8.5 %","21.0 %",".201",".283",".246",".317",".447",".321","93","-0.5","-3.0","1.6","0.6"
"Rangers","88","242","4","31","27","6","7.4 %","19.8 %",".115",".349",".290",".347",".406",".323","91","0.5","-2.2","-1.6","0.5"
"Indians","84","206","13","28","27","2","6.3 %","18.4 %",".257",".201",".219",".270",".476",".304","84","0.2","-4.1","1.2","0.4"
"Cubs","89","244","8","32","32","3","9.4 %","26.6 %",".167",".290",".231",".309",".398",".299","82","-0.2","-6.3","1.7","0.3"
"Yankees","83","227","9","28","27","0","8.8 %","23.3 %",".167",".285",".245",".313",".412",".309","92","-0.9","-3.5","-1.8","0.3"
"Phillies","88","215","8","25","23","0","4.7 %","20.9 %",".194",".257",".229",".276",".423",".290","75","-0.6","-7.9","3.2","0.2"
"Giants","83","225","6","30","30","1","8.0 %","20.0 %",".153",".271",".236",".298",".389",".289","80","0.0","-6.1","0.8","0.2"
"Royals","81","215","5","17","17","4","2.8 %","29.8 %",".140",".341",".251",".276",".391",".282","71","0.6","-7.4","0.9","0.1"
"Cardinals","73","165","6","14","14","6","5.5 %","30.3 %",".143",".293",".227",".268",".370",".269","65","1.3","-6.5","1.4","0.0"
"Blue Jays","80","215","9","22","19","4","7.9 %","17.2 %",".168",".213",".209",".279",".378",".282","73","0.5","-7.0","-0.5","0.0"
"White Sox","71","179","5","17","17","1","7.8 %","26.8 %",".142",".297",".235",".296",".377",".288","80","-0.8","-5.6","-0.8","0.0"
"Tigers","84","225","4","22","21","5","4.9 %","23.6 %",".127",".333",".264",".302",".392",".293","80","0.4","-5.6","-3.0","-0.1"
"Diamondbacks","84","224","7","25","24","3","6.7 %","22.8 %",".162",".238",".206",".266",".368",".264","57","0.5","-12.3","2.2","-0.3"
"Rockies","79","216","5","28","27","2","5.1 %","22.7 %",".159",".302",".249",".288",".408",".291","62","0.2","-10.9","0.7","-0.3"
"Orioles","87","234","10","22","22","5","5.1 %","27.4 %",".162",".252",".213",".266",".375",".273","65","0.2","-10.2","-2.6","-0.4"
"Reds","73","185","3","10","10","3","8.6 %","24.3 %",".114",".244",".193",".266",".307",".244","50","0.0","-12.3","1.3","-0.5"
