"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Twins","97","286","16","56","53","1","7.7 %","19.2 %",".246",".317",".297",".357",".543",".372","133","-0.6","11.5","-0.1","2.1"
"Brewers","103","302","11","40","39","8","11.9 %","20.2 %",".182",".321",".275",".375",".457",".353","117","0.0","6.5","2.6","1.8"
"Astros","81","245","11","37","35","2","11.8 %","16.7 %",".255",".280",".269",".357",".524",".364","131","-0.8","9.0","0.3","1.7"
"Rangers","85","246","12","41","39","1","7.7 %","22.4 %",".250",".368",".314",".378",".564",".389","137","-0.1","11.4","-2.2","1.7"
"Angels","83","235","6","27","24","4","8.5 %","18.3 %",".144",".377",".321",".387",".464",".364","131","-0.1","9.1","0.0","1.7"
"Athletics","86","246","15","43","39","1","8.5 %","21.1 %",".260",".293",".274",".337",".534",".358","128","-0.8","7.9","0.6","1.7"
"Braves","89","231","11","35","34","2","11.3 %","21.2 %",".208",".298",".269",".351",".477",".345","112","0.5","4.1","1.8","1.3"
"Indians","78","231","11","40","36","5","13.0 %","19.0 %",".219",".259",".245",".351",".464",".344","111","0.0","3.2","1.1","1.2"
"Nationals","86","225","7","30","28","3","8.9 %","18.2 %",".173",".338",".292",".362",".465",".349","112","-0.4","2.7","1.3","1.1"
"Diamondbacks","88","229","9","36","34","6","10.0 %","21.8 %",".222",".271",".237",".324",".460",".329","99","1.3","0.8","2.9","1.1"
"Cubs","86","234","11","32","30","0","6.4 %","26.1 %",".195",".310",".262",".318",".457",".324","100","0.1","-0.1","2.1","0.9"
"Cardinals","86","238","9","31","30","2","11.8 %","17.6 %",".179",".255",".237",".329",".415",".320","98","0.3","-0.4","1.5","0.9"
"Dodgers","64","189","8","22","21","1","8.5 %","21.7 %",".192",".254",".228",".310",".419",".308","92","0.4","-1.9","2.5","0.7"
"Pirates","96","274","10","31","30","2","5.8 %","20.4 %",".161",".317",".275",".320",".435",".319","97","0.1","-1.2","-1.1","0.6"
"Royals","80","232","0","23","22","7","9.1 %","19.4 %",".078",".344",".270",".348",".348",".308","88","-0.2","-3.7","1.2","0.6"
"Giants","78","191","6","18","18","3","9.9 %","25.1 %",".194",".274",".224",".304",".418",".306","91","0.1","-2.4","1.8","0.5"
"Blue Jays","77","215","9","28","25","3","10.7 %","17.2 %",".190",".236",".228",".313",".418",".310","93","-0.7","-2.8","-0.1","0.5"
"Red Sox","71","197","6","18","16","4","8.1 %","18.3 %",".166",".295",".260",".320",".425",".313","89","0.5","-2.3","-0.1","0.4"
"Mariners","82","221","12","28","27","2","7.2 %","24.9 %",".222",".265",".236",".299",".458",".318","101","-0.5","-0.3","-3.0","0.4"
"Phillies","103","250","7","27","25","3","9.6 %","22.8 %",".148",".281",".233",".309",".381",".296","80","0.1","-6.9","2.4","0.3"
"Yankees","75","187","10","26","23","2","8.0 %","25.7 %",".221",".272",".238",".299",".459",".314","95","-0.4","-1.8","-1.3","0.3"
"Rays","81","196","7","15","14","1","9.2 %","27.0 %",".154",".270",".217",".301",".371",".290","82","-1.0","-5.6","0.0","0.1"
"White Sox","75","195","5","17","17","3","4.6 %","21.5 %",".121",".301",".253",".294",".374",".283","76","-0.5","-6.6","-2.2","-0.2"
"Padres","88","205","7","16","16","0","7.3 %","32.7 %",".150",".257",".193",".260",".342",".260","59","-0.7","-12.1","2.7","-0.3"
"Marlins","66","168","3","13","12","3","5.4 %","25.0 %",".110",".277",".219",".263",".329",".252","55","0.1","-10.1","1.5","-0.3"
"Reds","93","210","7","18","16","4","4.8 %","25.2 %",".126",".281",".231",".268",".357",".265","57","0.2","-12.0","1.2","-0.4"
"Mets","86","210","6","19","19","0","8.1 %","24.3 %",".141",".237",".199",".263",".340",".258","60","-0.5","-11.8","0.8","-0.4"
"Rockies","77","194","7","20","20","0","4.1 %","34.0 %",".182",".284",".210",".254",".392",".271","49","-0.5","-13.7","-0.2","-0.7"
"Orioles","82","205","7","17","17","2","4.4 %","28.8 %",".154",".254",".205",".239",".359",".252","51","-0.1","-13.0","-2.5","-0.8"
"Tigers","103","239","4","15","13","1","7.9 %","27.2 %",".125",".207",".162",".230",".287",".224","34","-0.5","-21.1","-2.4","-1.5"
