"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Athletics","97","269","14","49","44","1","8.2 %","16.4 %",".280",".303",".288",".357",".568",".381","143","0.3","15.2","0.5","2.4"
"Indians","94","281","14","43","42","11","9.3 %","18.5 %",".233",".323",".297",".362",".530",".370","128","2.0","12.2","1.6","2.3"
"Yankees","93","269","15","53","53","3","10.8 %","22.7 %",".237",".340",".297",".375",".534",".379","139","0.1","13.5","-1.6","2.1"
"Braves","87","240","13","44","42","0","8.8 %","20.0 %",".244",".340",".305",".377",".549",".384","136","0.1","11.3","1.9","2.0"
"Dodgers","100","262","14","37","37","3","8.0 %","21.0 %",".235",".311",".282",".344",".517",".356","121","0.6","7.9","2.9","1.9"
"Reds","104","272","12","42","41","4","9.9 %","21.7 %",".227",".306",".266",".368",".493",".363","121","-0.3","7.0","1.7","1.7"
"Mets","105","270","10","35","33","8","10.0 %","20.7 %",".193",".318",".273",".356",".466",".347","119","0.7","7.4","1.2","1.7"
"Angels","103","283","14","40","39","2","7.4 %","18.4 %",".224",".306",".286",".340",".510",".353","123","-0.7","7.6","-0.3","1.7"
"Padres","89","236","7","37","33","4","9.7 %","23.7 %",".195",".378",".300",".370",".495",".360","124","0.1","7.5","1.9","1.7"
"Nationals","87","219","14","37","37","4","8.2 %","17.8 %",".289",".289",".284",".352",".572",".376","128","0.2","7.9","1.2","1.6"
"Diamondbacks","87","252","9","29","29","4","8.7 %","19.4 %",".191",".327",".286",".360",".477",".351","113","1.1","5.3","2.6","1.6"
"Red Sox","94","283","6","36","34","5","8.1 %","22.6 %",".150",".374",".299",".358",".449",".341","108","0.3","3.3","1.0","1.4"
"Rockies","86","246","9","49","48","0","7.3 %","23.6 %",".203",".411",".333",".381",".536",".380","120","-1.0","5.3","0.7","1.4"
"Mariners","103","268","10","35","35","4","9.7 %","26.5 %",".186",".329",".262",".340",".447",".334","112","0.3","4.3","-1.0","1.2"
"Blue Jays","101","274","16","38","38","3","9.9 %","24.8 %",".239",".272",".247",".321",".486",".335","109","0.1","3.1","-1.0","1.1"
"Astros","91","262","8","21","20","0","11.1 %","20.2 %",".177",".294",".251",".340",".429",".330","109","-0.2","2.6","-0.5","1.1"
"Brewers","102","266","11","28","27","6","10.5 %","20.7 %",".179",".247",".227",".321",".406",".312","89","0.9","-3.1","3.3","0.9"
"White Sox","78","191","7","18","16","1","4.2 %","28.3 %",".173",".347",".268",".311",".441",".317","99","0.0","-0.4","-1.0","0.5"
"Royals","94","269","9","40","38","7","5.9 %","18.2 %",".163",".289",".261",".308",".424",".309","88","0.3","-4.0","-0.1","0.5"
"Cardinals","108","275","8","29","27","11","9.5 %","21.8 %",".128",".266",".226",".307",".354",".287","77","1.7","-6.9","3.2","0.5"
"Twins","97","301","10","28","27","1","7.6 %","21.9 %",".158",".299",".253",".320",".410",".309","90","-0.3","-4.2","-2.0","0.4"
"Giants","101","262","5","35","33","0","9.5 %","24.4 %",".156",".289",".229",".305",".385",".293","82","-0.3","-6.5","1.6","0.3"
"Pirates","75","181","3","22","22","1","5.5 %","17.1 %",".173",".306",".262",".311",".435",".311","93","-0.5","-2.2","-1.3","0.2"
"Rangers","94","255","11","29","26","5","7.8 %","28.2 %",".210",".280",".227",".291",".438",".307","80","0.1","-6.5","-0.6","0.2"
"Phillies","82","221","4","14","12","5","10.4 %","24.9 %",".119",".281",".216",".306",".335",".281","69","0.8","-8.4","3.0","0.2"
"Cubs","86","211","7","23","22","4","6.6 %","25.6 %",".150",".271",".223",".278",".373",".276","68","0.8","-8.5","1.6","0.0"
"Marlins","104","263","6","24","21","1","4.6 %","25.1 %",".127",".295",".233",".282",".359",".275","71","-2.1","-12.3","1.7","-0.2"
"Tigers","75","179","4","20","18","2","4.5 %","30.2 %",".154",".315",".231",".270",".385",".277","71","-0.7","-7.9","-2.2","-0.4"
"Rays","101","243","5","22","20","3","5.3 %","26.7 %",".128",".253",".198",".244",".326",".244","51","0.2","-15.1","0.2","-0.6"
"Orioles","101","262","3","26","22","4","7.6 %","24.8 %",".071",".285",".218",".280",".290",".250","50","0.1","-16.7","-2.1","-0.9"
