"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Athletics","99","290","17","53","51","2","7.9 %","18.3 %",".282",".309",".293",".362",".575",".385","146","-0.2","16.9","1.0","2.7"
"Rangers","96","271","16","47","45","3","8.1 %","19.6 %",".272",".350",".321",".380",".593",".399","143","0.7","15.8","-2.7","2.2"
"Twins","77","254","14","51","48","1","7.1 %","19.7 %",".230",".343",".313",".366",".543",".378","137","-0.3","11.6","-0.1","2.0"
"Braves","102","280","15","44","43","1","10.4 %","17.9 %",".222",".291",".280",".356",".502",".356","120","-0.6","6.4","2.0","1.7"
"Yankees","88","247","16","46","42","2","9.7 %","21.5 %",".266",".305",".284",".352",".550",".371","134","-0.1","10.3","-1.9","1.7"
"Cubs","100","277","11","39","36","0","10.1 %","19.9 %",".203",".306",".270",".357",".473",".350","113","-0.1","4.3","2.0","1.5"
"Brewers","87","250","11","36","36","4","10.0 %","24.4 %",".198",".320",".267",".356",".465",".346","113","-0.3","3.7","2.0","1.3"
"Astros","79","224","7","25","23","1","11.6 %","14.7 %",".186",".286",".271",".359",".457",".344","118","-0.6","4.6","0.3","1.2"
"Indians","95","274","10","38","35","4","14.2 %","17.5 %",".190",".257",".237",".350",".427",".334","104","0.3","1.7","1.4","1.2"
"Red Sox","81","247","12","29","27","5","9.7 %","17.4 %",".214",".277",".264",".340",".477",".345","111","0.3","3.6","0.3","1.2"
"Nationals","108","268","9","32","30","4","10.4 %","19.4 %",".174",".310",".268",".351",".443",".336","102","-0.3","0.3","1.2","1.0"
"Cardinals","89","234","9","29","29","4","10.7 %","19.2 %",".186",".258",".235",".326",".422",".320","98","0.7","0.1","1.4","0.9"
"Phillies","101","262","7","28","27","5","9.9 %","21.0 %",".162",".277",".235",".313",".397",".303","85","0.5","-5.0","2.9","0.6"
"Rays","77","195","9","21","20","1","6.2 %","25.6 %",".201",".283",".240",".303",".441",".314","99","-0.1","-0.6","-0.6","0.6"
"Dodgers","69","196","7","22","20","2","10.7 %","22.4 %",".163",".262",".227",".316",".390",".299","88","0.6","-2.7","1.7","0.5"
"Blue Jays","92","262","14","35","33","2","8.8 %","19.5 %",".216",".227",".225",".295",".441",".307","91","0.0","-3.4","-0.7","0.5"
"Mets","109","251","9","29","29","0","9.2 %","24.7 %",".184",".261",".220",".303",".404",".297","86","-0.7","-5.4","0.8","0.3"
"Rockies","65","197","8","24","23","0","7.1 %","20.8 %",".202",".302",".264",".325",".466",".333","89","-0.8","-3.8","0.8","0.3"
"Marlins","67","183","7","24","23","3","6.0 %","21.3 %",".180",".282",".251",".297",".431",".300","86","-0.5","-3.9","1.1","0.3"
"Royals","82","228","2","22","21","4","10.1 %","21.5 %",".091",".307",".242",".326",".333",".289","75","-0.4","-7.7","1.8","0.2"
"Orioles","98","261","10","29","28","2","6.9 %","24.5 %",".198",".268",".228",".295",".426",".305","86","0.2","-4.3","-3.1","0.2"
"Mariners","97","256","10","31","30","1","4.7 %","28.9 %",".170",".314",".249",".285",".419",".296","86","-0.1","-4.7","-3.1","0.1"
"Pirates","85","227","8","24","23","2","6.2 %","18.5 %",".148",".270",".244",".298",".392",".295","82","0.2","-5.8","-1.3","0.0"
"Padres","104","238","7","23","23","1","8.4 %","28.2 %",".133",".290",".223",".298",".355",".282","72","-1.9","-10.9","3.3","0.0"
"Angels","75","181","3","16","14","2","9.4 %","21.5 %",".100",".277",".225",".309",".325",".281","75","-0.4","-6.3","-0.1","0.0"
"Reds","91","214","6","23","20","3","7.0 %","24.3 %",".117",".290",".235",".296",".352",".281","68","-0.8","-10.1","1.3","-0.2"
"Giants","89","217","5","18","18","3","7.4 %","25.8 %",".126",".266",".211",".269",".337",".261","60","0.0","-11.4","2.2","-0.2"
"Diamondbacks","86","216","5","19","18","1","7.4 %","23.6 %",".135",".221",".182",".263",".318",".252","54","0.4","-13.1","2.7","-0.3"
"White Sox","91","232","6","22","22","3","5.6 %","28.0 %",".117",".287",".221",".277",".338",".265","63","-0.3","-11.2","-2.2","-0.5"
"Tigers","90","213","3","16","14","0","5.2 %","27.7 %",".106",".239",".182",".230",".288",".221","32","-0.8","-19.7","-2.2","-1.4"
