"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Cubs","130","287","16","63","61","2","9.4 %","20.6 %",".275",".341",".308",".388",".583",".400","148","0.4","18.3","1.8","2.9"
"Mariners","97","252","11","35","34","3","14.3 %","23.4 %",".196",".356",".294",".393",".491",".374","139","1.2","13.6","0.5","2.2"
"Rockies","127","278","15","48","47","7","9.4 %","22.3 %",".262",".353",".307",".377",".570",".389","127","1.2","11.2","0.9","2.0"
"Yankees","113","296","12","48","46","3","10.8 %","21.3 %",".211",".317",".272",".358",".483",".354","121","-0.7","7.3","-0.3","1.7"
"Astros","92","243","13","31","31","5","14.4 %","19.8 %",".227",".267",".251",".362",".478",".355","126","0.0","8.0","-0.7","1.5"
"Cardinals","113","261","15","39","35","13","11.1 %","30.3 %",".250",".265",".223",".318",".473",".330","105","2.0","3.7","3.6","1.5"
"Blue Jays","106","254","9","38","35","2","10.2 %","26.4 %",".198",".369",".288",".364",".486",".356","123","-0.5","7.0","-1.0","1.5"
"Athletics","110","277","14","39","39","2","9.7 %","25.6 %",".239",".270",".235",".314",".474",".326","106","0.5","2.5","1.6","1.4"
"White Sox","116","289","12","37","37","1","5.2 %","28.0 %",".180",".388",".305",".338",".485",".342","115","-0.9","4.8","-2.3","1.2"
"Orioles","125","288","10","37","37","5","8.7 %","20.1 %",".190",".303",".265",".341",".455",".337","109","1.1","4.1","-3.3","1.1"
"Nationals","96","262","7","29","27","6","9.9 %","14.9 %",".171",".283",".259",".342",".430",".328","99","0.1","-0.6","2.1","1.0"
"Mets","110","254","14","35","34","0","9.1 %","17.3 %",".216",".225",".229",".311",".445",".319","101","-0.5","-0.2","1.2","0.9"
"Twins","113","280","12","37","37","0","8.2 %","20.4 %",".194",".303",".270",".331",".464",".332","106","0.0","1.9","-3.0","0.9"
"Rays","111","240","8","35","35","6","8.3 %","22.1 %",".158",".302",".260",".317",".419",".310","97","0.7","-0.7","-1.4","0.6"
"Giants","101","250","5","25","23","2","6.4 %","28.0 %",".136",".361",".268",".321",".404",".306","91","0.3","-2.8","0.6","0.6"
"Phillies","79","185","9","22","22","5","8.6 %","25.9 %",".199",".248",".217",".293",".416",".300","83","1.3","-3.2","2.3","0.5"
"Braves","99","235","6","25","24","3","10.6 %","24.7 %",".150",".301",".242",".319",".391",".300","82","0.4","-5.4","1.4","0.3"
"Tigers","123","312","7","28","28","2","9.0 %","21.5 %",".155",".298",".245",".319",".401",".306","88","-1.0","-5.8","-1.8","0.3"
"Indians","76","193","4","21","20","1","8.3 %","23.8 %",".134",".328",".256",".330",".390",".308","86","-0.8","-4.6","0.7","0.3"
"Marlins","110","256","5","28","27","3","6.3 %","20.7 %",".132",".301",".248",".302",".380",".291","81","-1.4","-7.9","2.1","0.2"
"Padres","112","260","7","28","28","0","12.3 %","28.8 %",".171",".279",".207",".318",".378",".302","85","-2.0","-7.1","1.1","0.2"
"Angels","74","183","3","14","12","3","7.1 %","27.9 %",".097",".342",".248",".319",".345",".292","81","-0.1","-4.6","0.6","0.2"
"Pirates","100","224","1","20","17","1","4.5 %","14.3 %",".124",".315",".273",".309",".397",".299","88","-1.1","-4.9","-0.9","0.1"
"Red Sox","93","218","5","24","23","2","10.6 %","20.6 %",".127",".277",".233",".319",".360",".295","77","-0.3","-7.0","0.7","0.1"
"Reds","102","263","10","27","27","7","10.6 %","25.1 %",".162",".242",".210",".294",".371",".286","71","-0.8","-11.2","1.6","-0.1"
"Diamondbacks","114","247","4","24","24","2","6.9 %","19.8 %",".127",".253",".213",".282",".339",".269","61","0.8","-12.1","2.7","-0.1"
"Brewers","120","246","9","24","24","2","8.5 %","31.3 %",".165",".246",".193",".270",".358",".270","62","0.3","-12.3","2.5","-0.2"
"Rangers","84","221","7","25","22","5","8.1 %","26.2 %",".144",".299",".239",".303",".383",".295","73","-0.1","-7.9","-2.0","-0.2"
"Dodgers","107","229","3","30","27","7","5.2 %","26.2 %",".103",".291",".221",".271",".324",".254","58","1.8","-11.1","1.0","-0.3"
"Royals","107","255","4","18","17","1","4.7 %","33.7 %",".127",".320",".219",".257",".346",".252","52","-0.9","-17.0","0.1","-0.8"
