"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Astros","98","273","16","45","44","4","8.4 %","20.1 %",".262",".335",".303",".377",".566",".393","151","0.2","18.0","-0.1","2.7"
"Diamondbacks","103","289","9","52","49","6","11.4 %","19.0 %",".226",".351",".302",".385",".528",".379","133","1.7","14.3","2.0","2.5"
"Yankees","93","264","15","48","46","2","11.0 %","21.2 %",".248",".319",".286",".367",".534",".376","137","0.3","12.6","-0.1","2.1"
"Dodgers","91","235","17","42","41","3","12.3 %","23.4 %",".287",".260",".252",".353",".540",".369","132","0.7","10.6","2.3","2.0"
"Brewers","104","276","12","50","48","5","11.6 %","23.2 %",".251",".327",".276",".364",".527",".366","125","-0.3","8.4","2.8","2.0"
"Indians","94","262","9","43","42","5","8.4 %","14.5 %",".215",".316",".296",".354",".511",".358","120","0.2","7.0","2.1","1.8"
"Red Sox","99","276","13","42","42","1","10.1 %","17.8 %",".233",".295",".273",".355",".506",".361","121","-0.2","7.3","0.9","1.7"
"Twins","101","267","16","34","32","0","10.9 %","14.6 %",".263",".258",".267",".355",".530",".366","129","-1.1","8.7","-1.6","1.6"
"Athletics","103","266","13","39","37","3","7.9 %","22.9 %",".238",".293",".259",".327",".498",".344","118","0.2","6.2","0.1","1.5"
"Royals","77","228","7","34","31","4","9.2 %","17.5 %",".183",".353",".307",".376",".490",".365","126","-0.6","6.9","-1.0","1.4"
"Orioles","86","227","12","35","33","1","6.2 %","21.1 %",".234",".345",".307",".358",".541",".373","132","-0.8","8.3","-2.7","1.3"
"Padres","84","237","10","28","27","1","9.7 %","24.1 %",".214",".317",".267",".342",".481",".345","113","-0.4","3.6","2.3","1.3"
"Reds","111","274","8","30","30","4","6.9 %","22.6 %",".156",".351",".284",".359",".440",".342","108","-1.1","1.8","1.0","1.1"
"Giants","113","308","6","35","31","1","6.8 %","22.4 %",".142",".348",".278",".333",".420",".319","100","-0.7","-1.0","1.5","1.0"
"Mariners","82","221","6","26","25","3","7.2 %","22.6 %",".165",".331",".270",".329",".435",".324","105","0.9","2.4","-1.0","0.9"
"Braves","91","232","6","23","23","11","11.6 %","25.4 %",".142",".331",".255",".345",".397",".321","96","1.5","-0.1","1.4","0.9"
"Nationals","84","236","5","32","31","8","7.6 %","19.9 %",".146",".325",".272",".335",".418",".320","94","1.5","-0.4","0.7","0.8"
"Blue Jays","97","266","11","39","37","1","8.6 %","23.7 %",".197",".285",".243",".320",".439",".322","101","-1.0","-0.9","-1.2","0.7"
"White Sox","92","262","9","32","30","4","4.6 %","30.2 %",".173",".354",".265",".299",".438",".310","94","0.8","-1.4","-2.2","0.6"
"Cardinals","110","259","10","37","35","7","8.5 %","25.9 %",".186",".272",".229",".297",".416",".299","86","0.8","-4.3","1.1","0.5"
"Cubs","88","209","10","26","25","2","6.2 %","27.3 %",".205",".273",".231",".282",".436",".297","81","0.4","-5.1","1.6","0.3"
"Angels","81","218","6","26","25","4","6.9 %","24.3 %",".180",".280",".230",".284",".410",".292","83","0.5","-4.6","-0.1","0.3"
"Mets","99","266","10","32","27","1","5.3 %","23.3 %",".186",".284",".243",".291",".429",".300","87","-1.5","-6.3","0.2","0.2"
"Phillies","95","233","6","27","26","1","9.0 %","24.0 %",".132",".262",".215",".300",".346",".281","70","0.2","-9.2","3.0","0.1"
"Rockies","75","195","7","27","26","3","7.2 %","24.6 %",".203",".303",".249",".311",".452",".319","81","0.6","-4.5","-0.5","0.1"
"Rays","101","257","6","17","17","2","10.1 %","26.8 %",".143",".252",".196",".280",".339",".270","68","0.4","-10.1","-0.5","-0.1"
"Pirates","94","237","2","20","19","2","7.6 %","20.7 %",".090",".323",".255",".328",".344",".288","77","-1.6","-8.8","-1.3","-0.2"
"Marlins","101","252","6","26","24","3","6.0 %","28.6 %",".134",".273",".208",".264",".342",".261","60","-0.6","-14.0","1.8","-0.4"
"Rangers","87","213","10","16","16","2","5.6 %","31.5 %",".176",".236",".196",".244",".372",".260","50","0.9","-13.0","-1.1","-0.6"
"Tigers","87","210","7","15","14","1","3.3 %","33.3 %",".153",".288",".213",".243",".366",".255","54","0.0","-12.6","-2.4","-0.7"
