"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Giants","108","302","15","62","59","1","7.9 %","20.5 %",".240",".367",".321",".376",".561",".388","141","-1.0","15.1","2.1","2.6"
"Athletics","69","189","13","40","38","2","9.0 %","16.4 %",".320",".333",".325",".392",".645",".424","172","0.5","17.8","0.1","2.4"
"Dodgers","91","270","17","50","48","3","11.1 %","26.3 %",".278",".310",".269",".369",".546",".379","137","0.7","13.8","1.7","2.4"
"Rays","81","235","16","41","37","4","6.4 %","20.9 %",".292",".301",".287",".336",".579",".375","139","1.3","12.9","-0.1","2.1"
"Astros","105","301","11","46","43","4","10.6 %","19.9 %",".180",".337",".291",".375",".471",".359","128","0.1","11.0","-0.6","2.0"
"Angels","83","234","9","46","45","5","11.5 %","22.2 %",".233",".350",".292",".378",".525",".377","140","0.4","12.3","-0.1","2.0"
"Brewers","92","241","8","35","33","9","8.7 %","23.2 %",".228",".362",".293",".363",".521",".366","125","0.9","8.5","2.0","1.8"
"Royals","83","223","6","43","38","5","9.4 %","17.5 %",".179",".373",".321",".389",".500",".375","134","-0.5","9.1","-0.2","1.6"
"Cubs","90","224","12","34","33","1","10.3 %","25.9 %",".239",".338",".284",".357",".523",".363","124","0.2","7.0","1.5","1.5"
"Diamondbacks","71","209","10","36","34","2","9.6 %","22.5 %",".233",".312",".272",".364",".506",".365","125","0.9","7.6","1.3","1.5"
"Reds","92","241","9","39","37","3","4.1 %","20.3 %",".243",".340",".294",".347",".537",".366","122","-0.3","6.4","1.2","1.5"
"Red Sox","94","246","9","33","32","3","11.4 %","21.5 %",".205",".338",".284",".367",".488",".356","119","0.0","5.7","1.0","1.5"
"Indians","88","212","10","32","31","5","6.1 %","20.3 %",".218",".299",".269",".321",".487",".338","107","0.5","2.3","0.7","1.0"
"Mets","74","201","8","31","27","1","8.5 %","21.4 %",".201",".315",".274",".343",".475",".344","117","-0.9","3.6","0.1","1.0"
"Yankees","66","182","8","21","20","0","8.8 %","23.6 %",".202",".321",".270",".346",".472",".345","117","-0.9","3.0","0.0","0.9"
"Padres","77","200","7","19","17","2","12.0 %","22.5 %",".147",".311",".259",".359",".406",".329","105","-0.2","0.9","1.2","0.8"
"Marlins","72","184","7","26","26","3","7.1 %","22.3 %",".193",".294",".253",".317",".446",".322","100","-0.3","-0.4","1.5","0.7"
"Rockies","104","262","11","37","36","4","6.1 %","23.3 %",".206",".322",".272",".319",".477",".334","93","0.4","-2.8","0.7","0.6"
"Twins","72","194","8","20","20","1","7.7 %","25.8 %",".191",".293",".243",".316",".434",".316","94","-0.3","-1.7","-0.7","0.4"
"Blue Jays","83","229","8","26","25","3","5.7 %","20.1 %",".165",".277",".245",".297",".410",".300","86","0.4","-4.0","-0.9","0.3"
"Braves","88","232","9","25","25","6","9.5 %","22.0 %",".154",".248",".221",".297",".375",".290","75","1.3","-6.4","1.6","0.3"
"Rangers","93","230","12","30","28","5","9.6 %","28.7 %",".215",".248",".215",".291",".429",".303","78","1.3","-5.1","-0.7","0.2"
"Nationals","73","197","3","21","19","7","9.1 %","19.3 %",".112",".295",".247",".328",".359",".298","79","0.9","-4.6","0.5","0.2"
"Tigers","80","222","6","26","26","2","5.4 %","27.0 %",".169",".317",".246",".293",".415",".299","84","0.0","-4.8","-2.0","0.1"
"Cardinals","81","210","7","25","24","1","8.6 %","23.3 %",".158",".252",".217",".290",".375",".285","77","-0.9","-7.2","1.2","0.1"
"Phillies","98","220","7","20","20","2","8.6 %","25.9 %",".168",".237",".198",".269",".365",".267","63","-0.2","-11.4","2.5","-0.2"
"Mariners","74","169","4","9","9","5","4.7 %","26.0 %",".164",".232",".189",".231",".352",".245","52","0.5","-10.0","-0.8","-0.5"
"Pirates","85","213","5","18","18","0","4.7 %","19.7 %",".110",".286",".245",".283",".355",".270","66","-1.1","-10.6","-1.1","-0.5"
"White Sox","85","214","4","12","11","0","6.1 %","23.8 %",".085",".297",".235",".282",".320",".262","62","-0.1","-10.6","-2.6","-0.5"
"Orioles","85","207","6","21","21","1","4.3 %","24.6 %",".130",".273",".228",".266",".358",".264","60","-0.3","-11.1","-2.7","-0.6"
