"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Twins","82","259","18","56","54","2","8.9 %","18.1 %",".291",".325",".317",".378",".609",".404","154","-0.2","17.7","-0.5","2.6"
"Cubs","107","289","13","44","40","0","12.1 %","18.7 %",".223",".328",".293",".391",".517",".381","134","-0.2","12.7","2.0","2.3"
"Yankees","104","286","18","52","48","3","10.5 %","21.3 %",".259",".299",".278",".353",".537",".368","131","0.0","11.3","-2.2","1.9"
"Athletics","86","240","12","36","35","2","7.5 %","18.8 %",".247",".300",".279",".346",".526",".361","130","-0.2","8.9","0.9","1.8"
"Red Sox","94","291","13","37","35","6","8.9 %","17.2 %",".207",".302",".280",".351",".487",".353","116","0.4","6.5","0.4","1.7"
"Phillies","101","272","8","34","32","5","10.7 %","22.1 %",".183",".316",".261",".339",".444",".330","102","0.5","1.0","3.3","1.3"
"Rays","90","235","13","28","27","1","5.5 %","24.3 %",".230",".299",".263",".319",".493",".340","115","-0.1","4.5","-0.7","1.2"
"Rangers","84","215","11","31","31","3","6.5 %","21.9 %",".250",".329",".291",".344",".541",".365","120","0.7","6.2","-2.0","1.1"
"Braves","105","290","16","39","38","2","9.0 %","21.4 %",".213",".268",".252",".322",".465",".330","103","-0.3","0.1","2.2","1.1"
"Pirates","85","231","11","35","35","3","7.4 %","17.7 %",".206",".299",".278",".341",".483",".346","114","0.3","4.3","-1.3","1.0"
"Nationals","102","268","8","29","27","5","9.7 %","20.5 %",".173",".322",".270",".347",".443",".334","101","-0.1","0.2","1.6","1.0"
"Astros","92","256","7","25","23","1","10.5 %","16.4 %",".161",".274",".252",".337",".413",".320","102","-0.7","0.0","0.4","0.9"
"Cardinals","72","199","7","27","27","4","10.6 %","19.6 %",".185",".273",".243",".333",".428",".326","102","0.7","1.1","1.2","0.9"
"Blue Jays","94","261","14","35","34","0","7.3 %","20.7 %",".226",".244",".234",".295",".460",".314","96","-0.4","-2.0","-0.7","0.6"
"Dodgers","69","196","7","22","20","2","10.7 %","22.4 %",".163",".262",".227",".316",".390",".299","88","0.6","-2.7","1.7","0.5"
"Brewers","73","200","7","25","25","3","9.0 %","23.5 %",".157",".304",".253",".330",".410",".314","91","-0.5","-2.9","1.6","0.5"
"Angels","90","225","6","23","21","2","10.7 %","20.4 %",".137",".274",".234",".324",".371",".303","90","-0.4","-3.4","0.0","0.4"
"Rockies","82","236","8","30","29","0","6.8 %","21.6 %",".177",".321",".270",".326",".447",".327","86","-0.8","-5.5","0.8","0.3"
"Indians","95","261","8","26","24","4","13.0 %","18.4 %",".164",".216",".199",".303",".363",".290","74","0.8","-7.8","1.3","0.3"
"Mets","106","245","9","29","29","1","9.8 %","24.5 %",".188",".245",".211",".302",".399",".293","84","-0.9","-6.4","0.9","0.2"
"Marlins","82","222","8","29","28","4","6.3 %","21.2 %",".168",".273",".243",".294",".411",".292","81","-0.4","-6.0","1.0","0.2"
"Royals","67","192","2","21","20","4","10.9 %","22.4 %",".096",".301",".235",".325",".331",".288","75","-0.3","-6.6","1.7","0.2"
"Mariners","82","220","6","25","24","1","5.5 %","30.5 %",".136",".341",".252",".291",".388",".288","81","-0.1","-5.5","-2.5","0.0"
"Orioles","99","258","9","27","26","1","6.6 %","25.6 %",".191",".267",".221",".287",".413",".296","80","0.1","-6.4","-3.0","0.0"
"Padres","89","206","5","19","19","1","8.3 %","28.2 %",".119",".301",".227",".294",".346",".276","68","-1.8","-10.5","2.8","-0.1"
"White Sox","89","235","7","22","21","3","5.5 %","28.5 %",".133",".285",".220",".277",".353",".272","69","0.3","-9.4","-2.0","-0.3"
"Diamondbacks","86","216","5","19","18","1","7.4 %","23.6 %",".135",".221",".182",".263",".318",".252","54","0.4","-13.1","2.7","-0.3"
"Giants","107","270","6","22","21","3","8.1 %","26.3 %",".123",".254",".201",".268",".324",".257","58","-0.1","-15.2","2.7","-0.4"
"Reds","76","176","5","19","17","2","6.8 %","26.7 %",".118",".266",".211",".274",".329",".263","56","-0.9","-11.4","1.0","-0.5"
"Tigers","90","213","2","15","13","0","4.7 %","27.2 %",".091",".270",".202",".244",".293",".228","36","-0.8","-18.4","-2.3","-1.3"
