"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"White Sox","95","259","11","32","32","1","3.9 %","27.0 %",".207",".431",".337",".360",".545",".374","137","-0.1","12.3","-2.1","1.9"
"Astros","75","185","15","30","29","0","8.6 %","16.2 %",".323",".242",".268",".346",".591",".384","145","-0.4","10.2","-0.6","1.6"
"Marlins","102","241","6","34","32","2","9.1 %","17.8 %",".208",".317",".274",".351",".481",".348","118","-0.6","5.0","1.3","1.4"
"Athletics","93","239","6","31","29","2","11.7 %","24.7 %",".179",".329",".256",".351",".435",".334","111","0.5","3.8","1.6","1.3"
"Mets","98","233","13","33","32","1","9.0 %","20.2 %",".246",".265",".251",".332",".498",".342","117","-0.2","4.9","1.0","1.3"
"Twins","121","279","10","44","43","0","11.8 %","15.8 %",".212",".289",".270",".356",".481",".350","119","-0.4","6.1","-3.2","1.2"
"Blue Jays","102","239","11","36","35","2","7.9 %","30.5 %",".227",".361",".273",".339",".500",".349","119","-0.5","5.1","-1.0","1.2"
"Dodgers","94","198","7","35","34","5","7.6 %","23.7 %",".194",".333",".274",".342",".469",".340","112","1.3","4.3","1.1","1.1"
"Cardinals","111","264","8","30","26","7","10.6 %","31.4 %",".180",".324",".232",".324",".412",".315","96","0.4","-1.1","3.5","1.1"
"Diamondbacks","97","238","5","35","35","3","8.0 %","21.8 %",".176",".318",".257",".332",".433",".326","97","1.3","0.1","2.4","1.0"
"Yankees","89","215","12","37","37","2","8.8 %","27.0 %",".247",".288",".247",".316",".495",".336","109","0.0","2.5","-0.4","0.9"
"Brewers","122","248","10","38","34","3","10.5 %","31.0 %",".210",".302",".229",".318",".439",".321","95","0.4","-1.5","2.6","0.9"
"Indians","88","226","5","35","35","5","8.8 %","22.6 %",".155",".338",".270",".338",".425",".321","95","0.4","-1.1","0.9","0.8"
"Royals","115","281","5","35","35","6","8.2 %","30.6 %",".133",".381",".266",".335",".399",".313","91","0.5","-2.8","-0.1","0.7"
"Rockies","106","219","13","27","27","8","5.5 %","23.3 %",".217",".300",".271",".317",".488",".336","92","1.4","-1.1","0.7","0.6"
"Nationals","84","238","5","28","28","6","10.1 %","13.4 %",".114",".286",".262",".338",".376",".305","84","0.6","-4.5","2.2","0.5"
"Mariners","98","246","8","27","25","1","8.1 %","21.5 %",".161",".270",".233",".298",".395",".296","86","0.4","-4.3","0.8","0.5"
"Rays","105","211","7","27","25","3","9.0 %","28.0 %",".155",".323",".251",".322",".406",".311","97","-0.9","-2.0","-0.9","0.4"
"Orioles","112","281","10","34","34","3","6.4 %","18.9 %",".199",".262",".239",".302",".438",".311","91","-0.1","-3.4","-2.5","0.4"
"Red Sox","117","272","9","29","26","1","9.6 %","24.6 %",".160",".275",".226",".306",".387",".297","78","0.0","-7.5","0.8","0.3"
"Cubs","134","262","7","27","24","0","8.8 %","21.4 %",".154",".266",".226",".302",".380",".293","79","-0.1","-7.6","1.4","0.2"
"Angels","90","230","4","21","20","3","8.7 %","28.7 %",".097",".328",".237",".313",".333",".285","77","0.1","-6.6","0.6","0.2"
"Phillies","95","218","8","25","25","3","4.1 %","22.5 %",".196",".255",".225",".263",".422",".283","72","0.9","-7.4","2.4","0.2"
"Braves","87","216","8","25","25","1","11.6 %","25.5 %",".176",".244",".207",".298",".383",".292","76","0.3","-6.7","1.5","0.2"
"Reds","92","229","5","16","16","6","10.5 %","27.1 %",".095",".296",".226",".311",".322",".280","68","-0.2","-10.4","1.5","-0.1"
"Tigers","105","244","6","18","18","2","5.3 %","21.3 %",".142",".282",".239",".284",".381",".282","72","-0.2","-9.0","-1.4","-0.2"
"Giants","100","256","3","27","26","4","7.0 %","27.3 %",".090",".329",".244",".294",".333",".269","65","0.5","-11.3","0.5","-0.2"
"Rangers","69","168","10","14","13","2","4.2 %","26.8 %",".208",".231",".214",".256",".421",".283","65","-0.4","-8.0","-1.5","-0.3"
"Padres","116","247","6","13","13","0","8.5 %","35.2 %",".108",".240",".167",".248",".275",".233","42","-0.9","-20.1","1.5","-1.0"
"Pirates","96","215","1","11","9","0","4.7 %","20.5 %",".063",".250",".200",".237",".263",".219","32","-0.9","-20.5","-0.4","-1.4"
