"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Athletics","102","295","12","51","51","1","9.2 %","18.6 %",".226",".346",".304",".386",".529",".384","145","-1.3","15.7","1.4","2.7"
"Astros","85","251","12","54","51","0","12.4 %","17.9 %",".272",".348",".315",".406",".587",".408","162","-1.4","18.4","-0.8","2.6"
"Pirates","101","287","11","56","53","3","5.9 %","15.3 %",".222",".368",".335",".387",".556",".392","142","-1.5","14.0","0.3","2.3"
"Cardinals","71","202","9","36","36","4","13.4 %","18.3 %",".229",".333",".300",".398",".529",".389","143","0.2","11.5","3.5","2.1"
"Phillies","91","247","9","38","37","3","9.3 %","21.1 %",".227",".360",".305",".370",".532",".373","130","0.2","9.8","3.0","2.0"
"Twins","81","244","14","49","47","0","9.4 %","23.0 %",".241",".351",".306",".377",".546",".382","139","-0.3","11.9","-2.1","1.8"
"Cubs","89","229","13","33","32","1","7.0 %","28.8 %",".261",".320",".261",".323",".522",".351","121","-0.5","5.9","2.7","1.6"
"Orioles","72","196","8","35","33","6","6.6 %","20.9 %",".188",".382",".330",".378",".517",".370","133","0.7","8.6","-1.7","1.3"
"Braves","87","237","8","32","30","4","12.2 %","21.1 %",".212",".301",".256",".353",".468",".347","111","1.0","4.3","1.6","1.3"
"Indians","83","229","12","28","28","4","10.0 %","18.3 %",".241",".252",".246",".330",".487",".339","106","-0.8","1.1","1.2","1.0"
"Yankees","85","228","13","27","26","3","7.0 %","22.4 %",".233",".253",".238",".298",".471",".322","100","0.6","0.6","0.8","0.9"
"Red Sox","83","216","12","30","29","0","10.2 %","19.4 %",".243",".235",".233",".324",".476",".336","106","-1.2","0.2","1.4","0.9"
"Diamondbacks","93","232","7","30","26","5","7.8 %","21.6 %",".163",".316",".263",".328",".426",".320","94","1.2","-1.0","2.5","0.9"
"Dodgers","103","274","7","30","29","4","9.9 %","25.5 %",".158",".307",".241",".325",".398",".306","91","0.5","-3.0","2.1","0.8"
"Reds","89","240","12","30","30","5","6.7 %","23.8 %",".212",".275",".244",".310",".456",".322","94","0.1","-1.9","2.0","0.8"
"Mets","85","230","9","27","27","0","6.1 %","19.1 %",".185",".291",".261",".319",".445",".324","103","-1.4","-0.7","0.4","0.7"
"Blue Jays","74","191","6","19","18","0","13.1 %","20.4 %",".177",".286",".244",".347",".421",".332","108","-0.9","1.0","-1.3","0.6"
"Nationals","81","206","2","29","27","7","10.7 %","16.0 %",".112",".326",".275",".363",".388",".324","95","-0.1","-1.6","1.2","0.6"
"Giants","96","235","6","32","30","2","6.0 %","20.9 %",".140",".309",".262",".315",".402",".306","91","-0.4","-3.5","1.2","0.5"
"Brewers","93","222","5","16","16","4","10.4 %","24.3 %",".154",".283",".226",".311",".379",".296","80","0.2","-5.9","2.6","0.4"
"Rays","80","219","7","24","24","1","5.0 %","28.3 %",".161",".326",".254",".292",".415",".296","85","0.3","-3.8","-0.9","0.3"
"Rockies","107","264","8","29","28","2","7.6 %","25.4 %",".169",".339",".269",".323",".438",".322","83","-0.4","-6.7","1.1","0.3"
"Royals","99","269","8","32","29","1","7.1 %","21.9 %",".155",".298",".249",".316",".404",".309","89","-1.4","-5.1","-1.5","0.3"
"Marlins","103","258","10","24","24","3","8.1 %","28.3 %",".167",".267",".215",".285",".382",".284","76","-1.0","-9.3","-0.7","-0.2"
"Padres","108","242","6","23","21","5","8.7 %","26.0 %",".150",".234",".188",".272",".338",".265","61","-0.3","-13.0","2.9","-0.2"
"Angels","79","203","6","15","14","0","14.3 %","22.2 %",".128",".198",".174",".300",".302",".269","67","-0.7","-9.4","-0.6","-0.3"
"White Sox","89","221","2","17","15","0","5.0 %","31.7 %",".074",".341",".230",".286",".304",".261","60","0.3","-11.0","-1.1","-0.4"
"Tigers","77","209","4","17","16","2","2.4 %","31.6 %",".119",".323",".234",".254",".353",".256","54","-0.5","-12.8","-0.3","-0.5"
"Mariners","97","249","5","23","19","4","9.6 %","23.7 %",".123",".215",".177",".262",".300",".248","53","0.8","-14.2","-1.6","-0.7"
"Rangers","76","217","5","18","17","3","7.8 %","26.7 %",".122",".237",".188",".255",".310",".244","38","0.4","-16.8","-2.3","-1.1"
