"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Yankees","97","284","13","54","51","3","10.9 %","19.4 %",".230",".359",".313",".391",".544",".392","147","0.5","17.7","-0.1","2.7"
"Twins","103","283","19","44","42","0","11.3 %","14.8 %",".292",".272",".284",".374",".576",".391","145","-0.6","15.8","-1.7","2.3"
"Astros","102","272","17","46","45","4","8.1 %","19.5 %",".275",".291",".279",".349",".553",".374","138","0.2","13.5","-0.2","2.2"
"Diamondbacks","102","281","8","45","44","5","12.1 %","18.5 %",".204",".339",".292",".382",".496",".368","126","1.4","11.1","2.0","2.2"
"Reds","109","279","10","41","41","4","7.5 %","23.7 %",".190",".391",".315",".381",".504",".373","128","-1.0","9.3","1.1","1.9"
"Dodgers","90","240","12","38","37","3","14.2 %","22.1 %",".219",".295",".264",".371",".483",".360","126","0.8","8.8","2.3","1.8"
"Orioles","86","229","14","41","39","1","5.7 %","24.9 %",".252",".380",".324",".364",".576",".387","141","-0.8","11.2","-2.5","1.6"
"Red Sox","97","274","13","43","42","1","8.4 %","18.2 %",".219",".299",".275",".347",".494",".351","115","-0.6","4.6","1.0","1.5"
"Indians","97","265","7","36","36","6","8.3 %","17.7 %",".174",".319",".281",".342",".455",".335","104","0.0","1.4","2.1","1.3"
"Brewers","107","269","10","43","42","4","9.7 %","24.9 %",".218",".323",".264",".336",".481",".338","107","-0.5","1.8","2.3","1.2"
"Braves","92","241","5","26","26","10","11.2 %","26.6 %",".138",".376",".276",".369",".414",".339","107","1.3","3.3","1.4","1.2"
"Nationals","85","236","4","35","34","7","7.6 %","18.6 %",".145",".351",".294",".352",".439",".335","104","1.3","2.4","1.1","1.1"
"Athletics","106","272","12","34","33","2","8.5 %","22.4 %",".209",".266",".238",".309",".447",".318","101","0.0","0.1","0.1","1.0"
"Padres","82","234","8","23","23","2","11.5 %","24.8 %",".186",".299",".246",".333",".432",".325","100","-0.2","-0.5","2.3","0.9"
"Royals","81","224","7","28","27","3","10.7 %","20.1 %",".173",".319",".270",".356",".444",".341","110","-0.8","1.9","-0.8","0.9"
"Mariners","83","223","4","26","25","3","7.6 %","25.6 %",".129",".362",".274",".335",".403",".317","101","0.9","1.0","-0.9","0.8"
"Mets","97","266","13","34","30","1","5.6 %","22.9 %",".220",".279",".248",".302",".467",".319","100","-1.5","-1.8","0.5","0.7"
"Giants","114","312","7","32","29","1","7.1 %","23.7 %",".156",".320",".255",".316",".411",".306","91","-0.4","-4.4","1.6","0.7"
"Cardinals","109","262","12","40","38","6","8.0 %","28.2 %",".204",".281",".234",".298",".438",".307","91","1.0","-2.4","1.0","0.7"
"White Sox","92","261","9","33","31","4","5.0 %","31.4 %",".174",".346",".255",".292",".429",".303","90","0.7","-2.8","-2.2","0.4"
"Angels","86","223","8","24","23","2","6.3 %","25.6 %",".194",".280",".233",".283",".427",".297","86","0.1","-4.2","0.3","0.4"
"Rockies","72","193","5","24","23","3","8.3 %","25.4 %",".190",".325",".253",".319",".443",".321","82","0.5","-4.3","-0.4","0.1"
"Blue Jays","99","263","10","31","30","0","9.1 %","26.2 %",".161",".268",".220",".300",".381",".294","82","-1.1","-7.4","-1.2","0.1"
"Cubs","92","221","7","26","25","4","6.3 %","29.0 %",".161",".284",".220",".276",".380",".276","67","0.8","-8.9","1.8","0.0"
"Pirates","94","237","3","20","19","2","7.2 %","20.3 %",".107",".319",".257",".323",".364",".293","80","-0.7","-7.2","-1.0","-0.1"
"Rangers","86","216","13","21","21","3","3.7 %","31.5 %",".214",".246",".214",".245",".427",".278","61","1.1","-9.6","-0.9","-0.3"
"Rays","105","260","5","18","18","2","11.5 %","26.9 %",".127",".247",".188",".285",".314",".265","65","0.3","-11.3","-0.8","-0.3"
"Phillies","95","253","4","21","20","1","8.3 %","25.7 %",".103",".261",".201",".282",".304",".256","54","0.2","-15.2","3.0","-0.4"
"Tigers","91","238","7","17","15","1","4.2 %","32.8 %",".152",".302",".219",".265",".371",".267","62","0.0","-11.7","-3.0","-0.6"
"Marlins","100","243","6","19","17","2","4.1 %","31.3 %",".127",".231",".175",".219",".303",".223","36","-0.8","-21.3","1.2","-1.2"
