"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Angels","95","282","13","44","43","3","9.6 %","13.8 %",".206",".283",".278",".358",".484",".352","124","-0.7","7.8","-0.5","1.7"
"Brewers","92","255","13","34","34","2","8.6 %","24.7 %",".247",".310",".264",".333",".511",".348","114","0.4","4.8","2.7","1.5"
"Pirates","86","263","6","38","37","4","7.2 %","18.3 %",".149",".368",".311",".371",".460",".349","115","0.5","5.6","-0.2","1.3"
"Dodgers","90","262","11","34","32","3","7.6 %","22.9 %",".210",".320",".273",".327",".483",".334","109","-0.2","2.7","2.6","1.3"
"Rockies","89","238","8","44","43","1","7.6 %","18.9 %",".213",".370",".319",".371",".532",".374","117","-0.1","4.7","0.8","1.3"
"Marlins","88","244","8","45","45","1","7.4 %","20.9 %",".180",".339",".288",".344",".468",".340","113","-1.9","2.2","0.7","1.1"
"Braves","77","189","9","35","33","4","6.9 %","20.1 %",".256",".276",".256",".309",".512",".337","106","0.9","2.1","1.2","0.9"
"Rays","79","235","6","36","32","2","8.9 %","19.6 %",".144",".308",".260",".342",".404",".322","103","0.4","1.3","-0.3","0.9"
"Giants","85","241","5","34","34","1","12.0 %","16.6 %",".155",".291",".257",".349",".413",".324","102","-0.6","0.0","0.9","0.8"
"Twins","79","226","8","32","32","2","5.3 %","23.5 %",".209",".315",".262",".320",".471",".330","105","-0.7","0.8","-0.2","0.8"
"Padres","89","223","13","30","29","3","10.8 %","26.9 %",".230",".252",".224",".312",".454",".322","98","0.0","-0.6","1.8","0.8"
"Red Sox","69","196","6","28","27","1","8.7 %","23.0 %",".181",".344",".282",".342",".463",".337","105","-0.4","0.9","0.4","0.8"
"Blue Jays","69","189","9","24","23","4","10.6 %","20.1 %",".206",".250",".236",".323",".442",".324","102","0.6","0.9","0.0","0.7"
"Nationals","71","189","8","27","26","1","10.1 %","21.2 %",".211",".286",".253",".332",".464",".334","101","-0.5","-0.5","1.3","0.7"
"Astros","85","235","7","30","29","9","8.5 %","10.2 %",".161",".240",".242",".306",".403",".300","89","0.4","-3.1","1.1","0.6"
"Indians","81","213","11","24","22","2","7.0 %","16.4 %",".219",".231",".234",".295",".453",".312","89","0.6","-2.6","1.2","0.6"
"Mariners","97","254","14","34","34","6","11.4 %","27.2 %",".215",".229",".206",".303",".422",".309","95","1.3","-0.4","-2.6","0.6"
"Cardinals","73","173","8","17","17","3","7.5 %","25.4 %",".178",".271",".236",".295",".414",".300","86","0.7","-2.7","1.5","0.4"
"Tigers","70","192","8","26","25","4","5.2 %","28.1 %",".209",".333",".264",".302",".473",".319","97","0.2","-0.5","-2.0","0.4"
"White Sox","82","219","7","29","25","3","6.4 %","25.1 %",".152",".329",".268",".317",".419",".311","95","-1.0","-2.6","-1.0","0.4"
"Athletics","74","199","7","20","19","2","7.0 %","25.1 %",".170",".294",".242",".298",".412",".301","89","-0.5","-3.5","0.4","0.4"
"Yankees","74","187","7","24","23","0","9.1 %","27.3 %",".156",".333",".263",".332",".419",".321","99","-1.3","-1.5","-1.4","0.4"
"Orioles","71","195","11","25","25","6","7.7 %","21.5 %",".205",".250",".239",".308",".443",".317","96","0.0","-1.3","-2.0","0.3"
"Cubs","85","216","7","29","29","0","9.3 %","23.6 %",".168",".279",".236",".310",".403",".302","84","-0.9","-5.5","1.5","0.3"
"Reds","58","151","3","16","16","2","6.0 %","21.2 %",".122",".314",".259",".307",".381",".292","83","0.1","-3.6","1.2","0.2"
"Mets","83","226","8","21","21","0","5.3 %","24.3 %",".148",".286",".239",".289",".388",".288","82","-0.6","-6.2","1.1","0.2"
"Rangers","86","237","5","32","29","5","8.0 %","23.6 %",".118",".331",".264",".329",".382",".307","81","1.2","-4.7","-1.7","0.2"
"Diamondbacks","105","267","9","31","29","3","6.0 %","24.0 %",".179",".270",".228",".279",".407",".283","70","0.9","-9.8","2.8","0.2"
"Phillies","103","255","8","27","27","0","6.3 %","21.6 %",".175",".257",".222",".281",".397",".281","71","-0.5","-10.7","3.6","0.1"
"Royals","81","211","5","12","12","4","3.8 %","32.7 %",".134",".313",".223",".256",".356",".260","56","0.7","-11.2","1.2","-0.3"
