"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","34","99","9","16","16","1","15.2 %","17.2 %",".363",".259",".288",".406",".650",".431","165","-0.2","8.2","0.8","1.2"
"Mariners","31","83","8","18","17","1","9.6 %","22.9 %",".429",".261",".286",".361",".714",".421","171","0.2","7.7","-1.4","0.9"
"Cardinals","30","83","6","13","12","0","10.8 %","25.3 %",".292",".289",".264",".354",".556",".373","138","0.0","4.1","1.2","0.8"
"Cubs","16","46","3","12","11","0","17.4 %","15.2 %",".324",".370",".351",".478",".676",".474","197","-0.5","5.4","-0.1","0.7"
"Yankees","13","39","2","7","6","0","20.5 %","20.5 %",".241",".350",".310",".462",".552",".424","169","-0.2","3.3","-0.4","0.4"
"Red Sox","30","78","4","11","10","2","5.1 %","20.5 %",".222",".283",".264",".308",".486",".329","100","0.3","0.3","0.0","0.3"
"Brewers","28","67","5","10","10","0","6.0 %","19.4 %",".262",".227",".246",".299",".508",".332","106","-0.5","-0.3","0.6","0.2"
"Padres","29","62","2","6","6","1","8.1 %","29.0 %",".164",".333",".255",".323",".418",".315","97","-0.2","-0.7","0.8","0.2"
"Phillies","14","37","3","10","10","0","16.2 %","24.3 %",".290",".211",".226",".351",".516",".345","114","0.0","0.6","0.4","0.2"
"Astros","26","73","3","7","7","1","8.2 %","24.7 %",".197",".289",".242",".315",".439",".320","105","-0.9","-0.7","0.0","0.2"
"Rockies","26","81","1","12","11","1","8.6 %","14.8 %",".162",".311",".270",".333",".432",".326","87","0.2","-1.4","0.2","0.1"
"Athletics","29","68","3","6","6","1","7.4 %","13.2 %",".210",".216",".226",".279",".435",".297","89","0.1","-1.1","0.1","0.1"
"Braves","15","36","1","4","4","1","16.7 %","25.0 %",".133",".300",".233",".361",".367",".324","100","-0.2","-0.4","0.2","0.1"
"Diamondbacks","29","91","3","10","10","1","6.6 %","27.5 %",".193",".281",".229",".275",".422",".280","71","0.3","-3.5","1.3","0.1"
"Reds","16","34","2","5","5","0","8.8 %","23.5 %",".290",".190",".194",".265",".484",".308","90","-0.6","-1.3","0.3","0.0"
"Royals","15","36","0","5","4","2","8.3 %","19.4 %",".161",".200",".161",".250",".323",".245","52","0.4","-2.1","0.1","-0.1"
"Pirates","14","39","1","3","3","0","17.9 %","28.2 %",".097",".211",".161",".316",".258",".270","62","0.0","-2.1","0.0","-0.1"
"Rangers","16","34","2","4","4","0","5.9 %","17.6 %",".219",".167",".188",".235",".406",".267","62","-0.4","-2.4","0.0","-0.1"
"Angels","26","72","0","6","6","0","11.1 %","8.3 %",".048",".228",".206",".306",".254",".252","59","-0.2","-4.2","0.2","-0.1"
"Orioles","16","35","0","2","2","0","2.9 %","25.7 %",".029",".320",".235",".257",".265",".228","44","0.0","-2.9","-0.3","-0.2"
"Nationals","13","33","0","0","0","3","3.0 %","42.4 %",".032",".294",".161",".212",".194",".185","12","0.6","-3.5","0.4","-0.2"
"Giants","30","68","1","1","1","0","5.9 %","25.0 %",".095",".222",".175",".235",".270",".223","38","-0.2","-5.9","1.6","-0.2"
"Mets","14","34","1","2","2","0","8.8 %","35.3 %",".097",".222",".161",".235",".258",".220","38","-0.5","-3.4","0.1","-0.2"
"Twins","11","31","0","2","2","0","3.2 %","19.4 %",".071",".182",".143",".226",".214",".203","25","0.0","-3.3","0.0","-0.2"
"White Sox","15","36","0","3","3","0","11.1 %","13.9 %",".000",".154",".129",".250",".129",".193","18","0.0","-3.9","-0.5","-0.3"
"Rays","26","66","2","5","5","1","3.0 %","37.9 %",".113",".229",".161",".212",".274",".212","33","0.3","-5.7","0.0","-0.3"
"Indians","16","30","0","0","0","0","3.3 %","43.3 %",".034",".125",".069",".100",".103",".093","-45","0.0","-6.1","0.0","-0.5"
"Marlins","31","65","4","4","4","0","6.2 %","24.6 %",".203",".051",".102",".185",".305",".211","31","-1.2","-7.3","0.1","-0.5"
"Blue Jays","24","67","0","6","5","0","6.0 %","28.4 %",".032",".205",".143",".194",".175",".168","-1","0.0","-8.9","-0.2","-0.7"
"Tigers","26","68","1","2","2","0","8.8 %","35.3 %",".115",".139",".098",".191",".213",".184","9","-0.5","-8.8","-0.6","-0.7"
