"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Giants","91","249","12","52","51","1","8.0 %","21.7 %",".261",".371",".320",".379",".581",".394","148","0.2","15.9","1.8","2.5"
"Red Sox","90","253","12","48","46","2","6.3 %","17.4 %",".237",".363",".332",".371",".569",".388","139","0.0","12.7","1.3","2.2"
"Pirates","110","278","12","51","51","2","6.5 %","16.9 %",".226",".364",".333",".378",".560",".387","142","-0.8","14.4","-1.9","2.1"
"Cubs","80","242","10","34","34","0","9.5 %","25.6 %",".236",".354",".282",".360",".519",".366","127","0.0","8.4","1.7","1.7"
"Blue Jays","95","267","13","38","38","2","9.7 %","18.4 %",".249",".282",".266",".338",".515",".354","122","0.2","7.7","-1.1","1.6"
"Phillies","88","242","7","35","32","7","9.1 %","21.1 %",".148",".352",".292",".361",".440",".343","110","1.1","4.1","3.3","1.5"
"Indians","66","206","7","30","27","3","10.7 %","14.1 %",".196",".324",".302",".380",".497",".365","125","-0.4","6.1","1.3","1.4"
"Twins","83","242","10","37","35","2","5.4 %","21.1 %",".222",".339",".293",".336",".516",".354","121","-0.4","5.9","-0.3","1.4"
"Yankees","87","250","11","38","37","3","10.4 %","24.8 %",".204",".322",".267",".343",".471",".342","112","-0.5","3.3","1.2","1.3"
"Cardinals","94","237","11","32","31","1","6.8 %","22.8 %",".205",".331",".284",".340",".488",".346","116","-0.4","4.6","0.8","1.3"
"Rays","107","274","8","36","33","9","8.4 %","22.3 %",".163",".315",".260",".332",".423",".323","104","1.4","2.8","0.0","1.2"
"Nationals","83","238","8","23","22","7","11.3 %","17.2 %",".186",".301",".270",".364",".456",".346","111","0.0","3.2","1.0","1.2"
"Athletics","86","239","10","38","33","1","10.5 %","20.5 %",".206",".270",".244",".331",".450",".330","109","0.3","3.0","0.3","1.1"
"Astros","71","189","7","27","27","3","9.0 %","17.5 %",".218",".298",".271",".339",".488",".345","119","0.2","4.8","0.2","1.1"
"Braves","84","217","11","31","30","3","8.3 %","25.8 %",".253",".298",".253",".315",".505",".334","103","0.2","0.8","1.3","0.9"
"White Sox","77","198","8","28","28","2","6.6 %","23.7 %",".185",".341",".287",".337",".472",".339","114","0.8","4.3","-2.3","0.9"
"Angels","91","234","10","26","26","1","9.0 %","24.8 %",".186",".294",".248",".321",".433",".320","101","-0.8","-0.5","0.2","0.8"
"Diamondbacks","77","189","6","24","24","2","6.9 %","22.2 %",".150",".331",".277",".328",".428",".317","93","0.7","-1.1","2.2","0.7"
"Tigers","93","246","9","35","34","2","6.1 %","24.0 %",".185",".325",".269",".318",".454",".325","101","0.2","0.4","-2.3","0.7"
"Mets","76","182","4","21","20","2","3.8 %","19.8 %",".125",".357",".298",".343",".423",".326","104","-1.5","-0.7","0.7","0.6"
"Dodgers","86","233","5","28","27","0","8.6 %","21.5 %",".137",".291",".240",".320",".377",".302","88","0.1","-3.8","2.1","0.6"
"Brewers","109","269","12","23","23","5","9.3 %","24.5 %",".195",".233",".208",".296",".403",".291","78","0.2","-7.8","2.7","0.4"
"Marlins","89","229","4","16","15","0","5.7 %","28.8 %",".117",".354",".258",".306",".376",".293","82","-1.4","-6.8","1.8","0.2"
"Reds","86","214","8","25","24","3","4.2 %","23.8 %",".160",".296",".250",".291",".410",".295","78","-0.2","-6.8","1.7","0.2"
"Royals","101","269","4","27","24","4","7.1 %","23.4 %",".109",".315",".247",".302",".356",".283","72","-1.1","-10.8","1.0","0.0"
"Rangers","85","216","9","27","26","6","6.0 %","33.8 %",".188",".311",".234",".279",".421",".292","71","0.5","-7.6","-0.8","-0.1"
"Mariners","79","206","9","20","19","4","7.8 %","29.6 %",".155",".269",".219",".282",".374",".278","75","-0.6","-7.3","-1.3","-0.1"
"Orioles","89","224","7","27","26","1","8.0 %","30.4 %",".147",".310",".230",".293",".377",".288","75","-1.3","-8.4","-2.5","-0.3"
"Rockies","75","188","4","17","15","2","8.0 %","27.7 %",".135",".304",".228",".290",".363",".279","55","0.5","-11.3","0.3","-0.5"
"Padres","103","256","8","21","21","2","4.7 %","26.2 %",".134",".255",".210",".252",".345",".254","54","0.1","-15.5","1.9","-0.5"
