"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Reds","107","289","15","55","52","0","8.7 %","21.1 %",".249",".390",".340",".403",".589",".409","152","-2.2","17.2","2.0","2.8"
"Twins","89","242","16","51","50","3","10.3 %","21.1 %",".307",".333",".307",".382",".613",".408","156","0.3","17.7","-0.8","2.5"
"Dodgers","91","255","9","41","41","1","10.6 %","12.2 %",".207",".328",".313",".397",".521",".385","141","0.4","14.0","2.3","2.4"
"Cubs","98","275","21","41","40","1","10.9 %","28.0 %",".301",".303",".268",".355",".569",".380","136","-0.4","12.6","2.3","2.3"
"Rays","98","271","14","39","36","8","7.4 %","25.8 %",".240",".350",".289",".356",".529",".367","134","1.1","13.0","-0.8","2.1"
"Athletics","83","223","14","38","36","5","8.1 %","19.3 %",".289",".288",".279",".341",".567",".373","137","1.0","11.7","1.0","2.0"
"Padres","85","241","12","38","38","2","9.1 %","23.7 %",".227",".371",".308",".388",".536",".388","142","-2.0","11.2","1.6","2.0"
"Rockies","104","286","11","47","45","1","10.1 %","20.6 %",".214",".372",".313",".383",".528",".382","127","-0.1","9.7","0.8","1.9"
"Mets","106","275","15","41","41","3","7.6 %","21.8 %",".259",".287",".263",".328",".522",".350","121","-0.9","6.8","0.7","1.6"
"Nationals","95","273","7","38","35","3","9.9 %","18.3 %",".181",".333",".286",".368",".466",".351","114","0.4","5.4","2.0","1.6"
"Diamondbacks","89","254","8","41","37","4","5.1 %","16.5 %",".170",".328",".297",".345",".467",".339","108","1.0","3.4","3.5","1.5"
"Yankees","101","281","13","42","41","3","10.7 %","20.3 %",".206",".302",".270",".352",".476",".350","119","0.0","6.9","-2.5","1.4"
"Red Sox","100","291","11","41","37","7","7.2 %","22.3 %",".198",".314",".266",".333",".464",".336","104","0.6","2.3","0.6","1.3"
"Pirates","118","308","10","43","42","1","5.5 %","18.8 %",".187",".329",".286",".339",".473",".341","111","-0.2","4.1","-1.8","1.2"
"Angels","89","233","8","31","29","1","11.6 %","19.3 %",".178",".298",".262",".352",".441",".336","112","-0.4","3.1","0.0","1.1"
"Marlins","98","275","10","41","41","2","7.3 %","18.2 %",".165",".323",".286",".348",".452",".338","110","-1.8","1.8","0.5","1.1"
"Brewers","89","218","14","34","34","4","6.0 %","26.6 %",".275",".282",".255",".303",".530",".340","109","0.2","2.4","1.4","1.1"
"Phillies","86","229","10","31","30","3","6.1 %","28.8 %",".217",".341",".269",".311",".486",".329","101","0.6","0.7","2.7","1.1"
"Orioles","102","270","10","37","35","3","7.0 %","23.0 %",".194",".326",".273",".331",".467",".335","108","-1.0","1.6","-1.4","0.9"
"Astros","96","256","4","28","27","2","8.6 %","17.6 %",".120",".300",".258",".332",".378",".307","93","0.1","-2.1","0.5","0.7"
"Mariners","80","229","5","19","18","7","9.6 %","23.6 %",".136",".327",".257",".332",".393",".314","98","1.8","1.3","-2.6","0.7"
"Braves","87","248","9","30","28","2","8.1 %","27.4 %",".152",".304",".241",".310",".393",".298","81","0.5","-5.9","1.7","0.4"
"Indians","97","268","6","24","24","6","12.7 %","21.6 %",".119",".258",".211",".325",".330",".290","74","1.2","-7.7","1.4","0.3"
"Tigers","106","285","5","27","27","8","7.0 %","23.9 %",".123",".346",".273",".323",".396",".303","87","0.8","-4.2","-2.7","0.3"
"Cardinals","90","223","8","26","26","5","8.1 %","22.4 %",".150",".228",".202",".295",".352",".283","74","1.0","-6.8","2.5","0.3"
"White Sox","93","257","6","24","23","2","5.8 %","27.6 %",".111",".338",".255",".309",".366",".290","81","0.5","-6.0","-1.8","0.1"
"Royals","98","256","8","31","31","3","5.9 %","23.0 %",".145",".275",".234",".282",".379",".279","69","0.0","-10.5","2.0","0.1"
"Giants","90","236","4","17","15","0","8.5 %","23.7 %",".118",".261",".209",".284",".327",".267","65","0.0","-11.0","2.1","-0.1"
"Blue Jays","99","261","14","28","28","0","5.4 %","26.8 %",".221",".224",".205",".253",".426",".281","72","-0.3","-9.6","-1.1","-0.1"
"Rangers","86","226","7","27","25","4","8.0 %","27.4 %",".167",".276",".217",".296",".384",".290","70","0.6","-8.4","-1.8","-0.2"
