"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Astros","98","282","21","61","59","2","9.6 %","17.0 %",".317",".330",".329",".390",".647",".421","170","-0.7","24.5","0.3","3.4"
"Angels","96","276","13","40","37","4","7.6 %","16.7 %",".217",".318",".297",".354",".514",".363","130","0.2","10.9","-0.1","2.0"
"Twins","100","283","14","37","37","3","9.9 %","20.1 %",".230",".317",".286",".364",".516",".368","130","-0.3","10.5","-0.6","1.9"
"Red Sox","69","224","12","40","38","3","13.8 %","19.2 %",".233",".304",".280",".379",".513",".376","132","-0.5","8.7","-0.3","1.6"
"Mets","59","155","8","23","22","1","11.6 %","18.7 %",".209",".320",".291",".387",".500",".377","139","-0.2","7.6","0.9","1.3"
"Rockies","74","206","10","42","42","1","8.7 %","29.6 %",".262",".407",".306",".373",".568",".385","124","-0.3","5.8","0.6","1.3"
"Cardinals","85","242","6","39","35","0","11.6 %","17.4 %",".137",".313",".270",".361",".408",".334","108","-0.5","1.8","2.1","1.1"
"Indians","93","261","11","31","28","8","9.2 %","22.2 %",".183",".307",".266",".337",".450",".332","103","-0.2","0.8","1.4","1.1"
"Brewers","94","260","8","26","26","5","14.2 %","20.4 %",".163",".296",".253",".358",".416",".330","102","-0.5","0.0","3.0","1.1"
"Dodgers","78","219","10","28","27","4","10.0 %","18.7 %",".202",".246",".234",".329",".436",".319","97","0.9","-0.1","2.8","1.0"
"Diamondbacks","103","284","7","25","24","4","9.2 %","23.9 %",".155",".315",".250",".326",".405",".314","91","0.9","-3.1","2.8","0.9"
"Pirates","101","273","8","33","32","2","5.9 %","23.4 %",".153",".344",".278",".326",".431",".319","98","-0.4","-1.1","-0.7","0.7"
"Athletics","104","285","10","23","18","2","11.6 %","22.8 %",".156",".251",".216",".310",".372",".295","86","-0.6","-5.8","0.5","0.5"
"Giants","85","194","6","24","23","2","11.9 %","27.3 %",".176",".277",".218",".309",".394",".302","88","0.0","-3.1","1.1","0.4"
"Rays","79","202","7","17","16","1","10.9 %","32.7 %",".156",".321",".229",".317",".385",".300","90","-0.1","-2.9","-0.3","0.4"
"Padres","68","181","7","19","19","2","4.4 %","24.9 %",".165",".303",".253",".289",".418",".298","84","-0.6","-4.8","2.7","0.4"
"Braves","86","221","5","22","22","1","5.4 %","21.7 %",".142",".303",".250",".300",".392",".295","78","-0.4","-7.1","1.7","0.2"
"Mariners","94","257","12","29","29","3","8.6 %","24.1 %",".222",".228",".209",".284",".430",".300","89","-1.2","-4.8","-3.6","0.1"
"White Sox","93","237","9","23","23","6","4.2 %","26.2 %",".158",".298",".243",".282",".401",".289","80","0.6","-5.5","-2.7","0.0"
"Phillies","79","232","2","27","25","2","12.1 %","22.0 %",".090",".286",".220",".319",".310",".282","68","0.7","-9.1","1.6","0.0"
"Cubs","84","240","5","16","15","0","10.4 %","20.4 %",".114",".278",".232",".315",".346",".283","71","-0.7","-10.1","1.9","0.0"
"Royals","69","179","3","17","17","4","7.3 %","22.9 %",".113",".276",".220",".302",".333",".280","69","-1.0","-8.0","1.0","-0.1"
"Rangers","87","222","8","25","25","5","9.5 %","32.9 %",".185",".286",".210",".288",".395",".290","69","0.9","-7.8","-1.3","-0.1"
"Reds","91","239","6","25","25","5","7.5 %","22.2 %",".138",".270",".225",".290",".362",".281","68","-1.0","-11.1","1.3","-0.2"
"Orioles","56","157","7","11","11","3","7.6 %","32.5 %",".182",".247",".196",".268",".378",".276","70","0.5","-6.2","-1.9","-0.2"
"Blue Jays","72","176","6","15","15","1","10.8 %","24.4 %",".167",".206",".179",".273",".346",".269","66","-1.0","-9.0","-0.4","-0.3"
"Tigers","112","287","9","28","27","2","6.6 %","22.6 %",".184",".241",".211",".268",".395",".278","69","0.3","-11.0","-3.4","-0.4"
"Yankees","68","176","2","17","15","2","5.7 %","24.4 %",".094",".282",".219",".274",".313",".251","53","-0.4","-11.1","-2.3","-0.7"
"Marlins","69","184","0","6","6","4","7.1 %","26.6 %",".030",".281",".201",".261",".231",".223","37","0.3","-15.2","0.7","-0.8"
"Nationals","83","208","3","16","16","2","4.8 %","27.9 %",".084",".235",".178",".228",".262",".215","25","-0.1","-21.0","1.6","-1.2"
