"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Dodgers","91","263","13","41","39","4","8.0 %","21.3 %",".266",".351",".308",".360",".574",".379","138","0.0","13.0","2.5","2.3"
"Angels","93","298","11","46","43","2","10.7 %","15.1 %",".172",".297",".277",".370",".449",".348","120","-1.4","6.3","-0.5","1.6"
"Brewers","75","221","12","31","31","2","9.0 %","24.9 %",".266",".311",".266",".339",".533",".357","121","0.3","6.2","2.4","1.5"
"Rockies","90","230","8","41","39","1","8.7 %","19.6 %",".213",".387",".329",".389",".541",".385","124","-0.1","6.8","0.7","1.5"
"Nationals","66","201","9","35","35","2","10.9 %","19.9 %",".236",".310",".276",".362",".511",".364","121","0.2","5.4","1.6","1.3"
"Pirates","89","267","6","38","37","1","7.5 %","18.7 %",".135",".374",".312",".372",".447",".346","111","-0.1","3.7","-0.4","1.2"
"Rays","84","244","6","36","34","3","8.6 %","20.9 %",".133",".342",".280",".354",".413",".329","109","0.6","3.2","-0.3","1.1"
"Red Sox","74","196","9","29","28","0","6.6 %","25.0 %",".225",".352",".291",".337",".516",".353","116","-0.6","3.4","0.4","1.0"
"Marlins","91","236","7","41","41","0","5.9 %","18.2 %",".171",".341",".300",".343",".470",".337","111","-1.6","1.9","0.9","1.0"
"Giants","85","245","6","36","36","2","12.2 %","16.7 %",".172",".289",".258",".351",".431",".331","107","-0.5","1.6","0.9","1.0"
"Indians","80","222","9","29","27","0","6.8 %","18.5 %",".224",".283",".259",".318",".483",".332","103","-0.2","0.6","1.2","0.9"
"Royals","80","224","6","19","19","6","4.9 %","27.2 %",".160",".352",".269",".308",".429",".311","91","1.1","-1.6","1.1","0.7"
"Braves","83","189","8","35","33","4","6.3 %","22.8 %",".220",".290",".254",".303",".474",".322","96","0.9","-0.4","1.6","0.7"
"Yankees","73","185","9","24","22","2","8.1 %","27.6 %",".206",".333",".273",".335",".479",".340","112","-0.9","2.1","-1.3","0.7"
"Tigers","70","194","10","30","29","3","5.7 %","28.9 %",".242",".336",".269",".311",".511",".337","110","0.0","2.4","-1.9","0.7"
"Twins","64","189","5","25","25","2","4.8 %","22.8 %",".179",".333",".272",".324",".451",".325","102","-0.6","-0.2","-0.2","0.6"
"Phillies","102","259","11","31","31","0","8.5 %","21.2 %",".199",".255",".229",".305",".429",".304","85","-0.5","-6.0","3.8","0.6"
"Diamondbacks","103","266","11","32","30","2","5.6 %","24.1 %",".195",".297",".252",".297",".447",".307","86","0.2","-5.1","2.6","0.6"
"Astros","84","234","7","30","29","8","8.1 %","11.5 %",".167",".236",".234",".303",".402",".298","89","0.0","-3.7","1.0","0.5"
"Rangers","83","233","5","38","35","5","8.2 %","24.0 %",".129",".362",".287",".343",".416",".324","92","1.2","-1.1","-1.7","0.5"
"Mets","86","231","9","22","22","0","4.8 %","23.4 %",".171",".301",".255",".297",".426",".306","92","-1.0","-3.5","0.8","0.5"
"Orioles","70","183","11","26","26","5","7.7 %","20.8 %",".236",".239",".236",".306",".473",".326","101","-0.1","0.0","-1.8","0.5"
"Cardinals","88","211","9","21","21","3","7.6 %","26.1 %",".172",".277",".234",".294",".406",".297","84","0.7","-3.9","1.7","0.4"
"White Sox","81","216","6","33","29","3","6.5 %","24.1 %",".149",".329",".268",".321",".418",".313","96","-1.0","-2.1","-1.2","0.4"
"Blue Jays","70","194","6","16","16","4","9.8 %","20.6 %",".151",".273",".238",".314",".390",".302","87","0.2","-3.1","0.1","0.4"
"Padres","86","215","11","25","24","3","9.3 %","28.8 %",".197",".242",".207",".285",".404",".294","80","0.0","-5.7","1.9","0.3"
"Mariners","102","253","11","27","27","7","11.5 %","27.7 %",".188",".232",".197",".292",".386",".292","84","1.4","-4.0","-2.7","0.2"
"Athletics","75","201","10","18","18","1","5.0 %","22.4 %",".204",".233",".220",".265",".425",".287","80","-0.2","-5.6","0.5","0.2"
"Reds","74","189","4","18","18","2","6.3 %","20.6 %",".116",".300",".250",".305",".366",".285","75","0.0","-6.3","1.6","0.1"
"Cubs","79","215","8","22","22","0","9.8 %","26.0 %",".168",".262",".220",".293",".387",".288","75","-0.4","-7.7","1.4","0.1"
