"Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR"
"Astros","117","298","20","66","60","3","10.1 %","16.4 %",".324",".333",".324",".399",".649",".427","174","0.2","28.4","-0.7","3.7"
"Athletics","108","285","12","53","53","3","9.5 %","21.8 %",".211",".326",".279",".361",".490",".358","128","0.6","10.9","1.7","2.2"
"Brewers","128","280","13","42","41","7","13.2 %","23.9 %",".222",".287",".248",".356",".470",".346","114","1.2","6.1","3.5","1.8"
"Mets","98","224","10","27","27","3","9.4 %","22.8 %",".214",".331",".281",".360",".495",".359","126","-0.3","7.2","0.6","1.5"
"Yankees","78","201","13","32","32","3","8.5 %","23.4 %",".302",".285",".264",".328",".566",".366","130","0.7","8.4","-0.6","1.4"
"Rays","111","233","7","38","35","1","9.0 %","20.2 %",".224",".336",".289",".365",".512",".363","133","-1.7","7.8","-1.6","1.4"
"Braves","109","256","13","32","30","5","13.7 %","29.3 %",".220",".288",".234",".340",".454",".334","105","0.4","1.7","2.2","1.2"
"White Sox","86","229","10","36","36","1","7.9 %","23.1 %",".220",".306",".263",".329",".483",".338","113","0.1","4.0","-1.2","1.1"
"Marlins","114","277","5","32","30","5","10.8 %","20.2 %",".116",".337",".274",".360",".390",".326","103","-1.1","-0.2","1.6","1.0"
"Cardinals","91","233","5","28","27","3","10.3 %","16.7 %",".143",".277",".241",".330",".384",".311","92","0.4","-2.2","3.9","0.9"
"Royals","97","230","10","25","24","4","7.4 %","22.6 %",".180",".315",".270",".328",".450",".328","102","-0.3","0.1","0.5","0.8"
"Phillies","125","268","13","31","30","9","6.7 %","27.6 %",".212",".283",".237",".293",".449",".309","88","1.8","-2.6","2.6","0.8"
"Rangers","87","247","8","42","39","6","7.3 %","20.6 %",".163",".344",".290",".360",".452",".348","108","-0.3","2.2","-2.6","0.8"
"Cubs","115","272","12","36","34","1","8.5 %","26.5 %",".211",".281",".236",".310",".446",".314","92","0.0","-3.0","1.3","0.7"
"Indians","108","277","9","33","32","3","10.5 %","24.5 %",".167",".285",".234",".326",".402",".310","88","-0.6","-5.1","1.0","0.6"
"Dodgers","89","180","9","19","19","0","8.3 %","21.1 %",".206",".221",".213",".292",".419",".302","86","0.1","-3.3","0.3","0.3"
"Angels","118","260","11","25","24","4","10.4 %","23.1 %",".180",".235",".210",".292",".391",".291","82","0.0","-5.9","-0.5","0.3"
"Blue Jays","90","216","8","22","22","4","8.3 %","31.5 %",".188",".288",".219",".293",".406",".297","83","0.5","-4.3","-0.7","0.3"
"Pirates","120","266","5","33","30","2","7.9 %","22.9 %",".139",".312",".249",".318",".388",".302","85","0.3","-5.1","-1.1","0.2"
"Padres","98","230","4","22","18","4","12.2 %","22.6 %",".086",".285",".227",".326",".313",".285","75","0.2","-7.5","2.2","0.2"
"Tigers","76","199","6","26","26","1","5.5 %","27.6 %",".132",".350",".269",".318",".401",".307","89","-0.7","-3.7","-1.4","0.2"
"Reds","99","226","8","19","18","0","10.6 %","26.1 %",".170",".271",".220",".310",".390",".302","82","-0.7","-6.2","0.8","0.2"
"Nationals","92","216","9","24","23","1","6.9 %","25.0 %",".185",".263",".225",".282",".410",".293","77","-0.1","-7.0","1.0","0.1"
"Orioles","106","223","8","25","23","0","8.1 %","19.7 %",".163",".270",".243",".302",".406",".301","84","0.0","-4.7","-2.4","0.1"
"Diamondbacks","98","222","5","15","15","7","10.4 %","27.5 %",".122",".262",".199",".290",".321",".268","62","1.7","-10.0","2.8","0.0"
"Mariners","101","215","10","24","24","9","8.4 %","34.0 %",".192",".191",".161",".243",".352",".255","58","1.3","-10.2","-0.7","-0.3"
"Twins","98","223","5","18","17","0","11.7 %","23.8 %",".134",".234",".191",".291",".325",".270","64","-0.2","-10.6","-2.3","-0.5"
"Giants","118","249","2","18","18","5","8.8 %","26.9 %",".058",".263",".191",".266",".249",".230","41","0.9","-18.6","1.4","-0.9"
"Red Sox","121","238","6","16","16","3","7.6 %","23.1 %",".123",".220",".186",".248",".309",".240","41","0.0","-18.3","0.2","-0.9"
"Rockies","81","170","2","8","7","1","9.4 %","25.3 %",".072",".231",".178",".254",".250",".222","21","0.3","-18.2","0.6","-1.2"
